검증날짜,전체조합수,70%이상조합수,70%이상_발생20+조합수,전체_최고승률,전체_평균승률,전체_최고평균수익률,70%_평균승률,70%_평균발생횟수,베스트조합,베스트_승률,베스트_발생횟수,베스트_평균수익률,베스트_복합점수,단일신호_최고승률,2개조합_최고승률,3개조합_최고승률
2026-04-08,873,12,12,0.8696,0.5128,0.0804,0.767,28.6,가격_SMA50_위 + BB_하단터치(1.5σ) + STOCH21_과매도(20이하),0.8696,23,0.0458,2.7636,0.5488,0.84,0.8696
