date,sp500,nasdaq,gold,dxy,vix,us10y
2019-07-18,269.8106689453125,184.46258544921875,1426.0999755859375,96.79000091552734,13.529999732971191,2.0380001068115234
2019-07-19,268.31195068359375,183.1108856201172,1425.0999755859375,97.1500015258789,14.449999809265137,2.0480000972747803
2019-07-22,268.9709777832031,184.5680389404297,1425.300048828125,97.26000213623047,13.529999732971191,2.0429999828338623
2019-07-23,270.8941955566406,185.77590942382812,1420.0999755859375,97.70999908447266,12.609999656677246,2.0739998817443848
2019-07-24,272.167236328125,187.0796356201172,1422.800048828125,97.7300033569336,12.069999694824219,2.049999952316284
2019-07-25,270.86712646484375,185.30618286132812,1413.9000244140625,97.81999969482422,12.739999771118164,2.0739998817443848
2019-07-26,272.68182373046875,187.21388244628906,1418.5,98.01000213623047,12.15999984741211,2.0810000896453857
2019-07-29,272.18524169921875,186.5715789794922,1419.5999755859375,98.04000091552734,12.829999923706055,2.055000066757202
2019-07-30,271.5171203613281,185.76634216308594,1429.699951171875,98.05000305175781,13.9399995803833,2.061000108718872
2019-07-31,268.546630859375,183.19715881347656,1426.0999755859375,98.5199966430664,16.1200008392334,2.0209999084472656
2019-08-01,266.2081604003906,182.2864227294922,1420.9000244140625,98.38999938964844,17.8700008392334,1.8940000534057617
2019-08-02,264.2037048339844,179.6022491455078,1445.5999755859375,98.0999984741211,17.610000610351562,1.8550000190734863
2019-08-05,256.25830078125,173.2560272216797,1464.5999755859375,97.5,24.59000015258789,1.7350000143051147
2019-08-06,259.8518371582031,175.68136596679688,1472.4000244140625,97.62999725341797,20.170000076293945,1.7389999628067017
2019-08-07,260.00531005859375,176.6304473876953,1507.300048828125,97.54000091552734,19.489999771118164,1.684000015258789
2019-08-08,265.10662841796875,180.47459411621094,1497.699951171875,97.62000274658203,16.90999984741211,1.715999960899353
2019-08-09,263.3009338378906,178.77783203125,1496.5999755859375,97.48999786376953,17.969999313354492,1.7339999675750732
2019-08-12,260.09564208984375,176.72633361816406,1505.300048828125,97.37999725341797,21.09000015258789,1.6390000581741333
2019-08-13,264.1405334472656,180.59925842285156,1502.199951171875,97.80999755859375,17.520000457763672,1.6799999475479126
2019-08-14,256.3304748535156,175.20204162597656,1515.9000244140625,97.98999786376953,22.100000381469727,1.5809999704360962
2019-08-15,257.0076904296875,175.00079345703125,1519.5999755859375,98.13999938964844,21.18000030517578,1.5290000438690186
2019-08-16,260.7998962402344,177.80960083007812,1512.5,98.13999938964844,18.469999313354492,1.5390000343322754
2019-08-19,263.94189453125,180.63758850097656,1500.4000244140625,98.3499984741211,16.8799991607666,1.5980000495910645
2019-08-20,261.91943359375,179.2379608154297,1504.5999755859375,98.19000244140625,17.5,1.5609999895095825
2019-08-21,264.0502624511719,180.82931518554688,1504.5999755859375,98.30000305175781,15.800000190734863,1.5770000219345093
2019-08-22,263.968994140625,180.24453735351562,1497.300048828125,98.16999816894531,16.68000030517578,1.6100000143051147
2019-08-23,257.1882629394531,174.5405731201172,1526.5999755859375,97.63999938964844,19.8700008392334,1.527999997138977
2019-08-26,260.03240966796875,177.1768798828125,1526.300048828125,98.08000183105469,19.31999969482422,1.5449999570846558
2019-08-27,259.0120849609375,176.80299377441406,1541.0,98.0,20.309999465942383,1.4900000095367432
2019-08-28,260.83599853515625,177.4357147216797,1537.800048828125,98.20999908447266,19.350000381469727,1.465999960899353
2019-08-29,264.1675720214844,180.14866638183594,1526.5,98.51000213623047,17.8799991607666,1.5160000324249268
2019-08-30,264.0502624511719,179.71730041503906,1519.0999755859375,98.91999816894531,18.979999542236328,1.50600004196167
2019-09-03,262.5062561035156,177.97254943847656,1545.9000244140625,98.94999694824219,19.65999984741211,1.465999960899353
2019-09-04,265.4858703613281,180.5417022705078,1550.300048828125,98.44999694824219,17.329999923706055,1.4589999914169312
2019-09-05,268.89874267578125,183.8490447998047,1515.4000244140625,98.41000366210938,16.270000457763672,1.565000057220459
2019-09-06,269.1064453125,183.66688537597656,1506.199951171875,98.38999938964844,15.0,1.5499999523162842
2019-09-09,269.2419128417969,183.283447265625,1502.199951171875,98.27999877929688,15.270000457763672,1.621999979019165
2019-09-10,269.1786804199219,182.75621032714844,1490.300048828125,98.33000183105469,15.199999809265137,1.7020000219345093
2019-09-11,271.0928039550781,184.47215270996094,1494.4000244140625,98.6500015258789,14.609999656677246,1.7330000400543213
2019-09-12,272.0318298339844,185.2390899658203,1498.699951171875,98.30999755859375,14.220000267028809,1.7910000085830688
2019-09-13,271.85113525390625,184.57762145996094,1490.9000244140625,98.26000213623047,13.739999771118164,1.902999997138977
2019-09-16,271.0115661621094,183.75314331054688,1503.0999755859375,98.6500015258789,14.670000076293945,1.840999960899353
2019-09-17,271.6977233886719,184.63511657714844,1505.0999755859375,98.26000213623047,14.4399995803833,1.812000036239624
2019-09-18,271.8602600097656,184.5584259033203,1507.5,98.5999984741211,13.949999809265137,1.7860000133514404
2019-09-19,271.8421630859375,184.86520385742188,1498.4000244140625,98.2699966430664,14.050000190734863,1.7740000486373901
2019-09-20,270.55780029296875,182.9095458984375,1507.300048828125,98.51000213623047,15.319999694824219,1.7549999952316284
2019-09-23,270.4942321777344,182.99024963378906,1523.699951171875,98.5999984741211,14.90999984741211,1.7079999446868896
2019-09-24,268.37176513671875,180.55996704101562,1532.0999755859375,98.33999633789062,17.049999237060547,1.6349999904632568
2019-09-25,269.9591369628906,182.58682250976562,1504.5999755859375,99.04000091552734,15.960000038146973,1.7319999933242798
2019-09-26,269.39678955078125,181.91439819335938,1507.5,99.20999908447266,16.06999969482422,1.684999942779541
