entry_time,direction,entry,exit,exit_type,pnl_pct,win,prob,fold
2022-04-04 23:30:00,SHORT,46831.42,46597.27,tp,0.004025,1,0.6747,2
2022-04-26 20:10:00,LONG,37789.24,37978.18,tp,0.004,1,0.6832,2
2022-05-05 16:00:00,SHORT,36979.54,37090.48,sl,-0.003991,0,0.6655,2
2022-05-05 20:10:00,SHORT,36365.02,36183.19,tp,0.004025,1,0.6684,2
2022-05-05 20:55:00,SHORT,36448.21,36557.55,sl,-0.003991,0,0.6548,2
2022-05-05 21:20:00,SHORT,36560.69,36377.89,tp,0.004025,1,0.6571,2
2022-05-07 21:55:00,LONG,35043.88,35219.1,tp,0.004,1,0.6783,2
2022-05-09 13:45:00,LONG,32956.03,33120.81,tp,0.004,1,0.6588,2
2022-05-09 14:05:00,LONG,32813.29,32977.35,tp,0.004,1,0.6946,2
2022-05-09 14:35:00,LONG,32513.72,32676.29,tp,0.004,1,0.6926,2
2022-05-09 18:40:00,LONG,30431.1,30583.25,tp,0.004,1,0.6981,2
2022-05-09 19:00:00,LONG,30648.83,30802.07,tp,0.004,1,0.7236,2
2022-05-09 20:50:00,SHORT,31316.06,31159.48,tp,0.004025,1,0.6827,2
2022-05-09 22:25:00,LONG,30932.12,31086.78,tp,0.004,1,0.7062,2
2022-05-09 22:45:00,SHORT,31312.35,31155.78,tp,0.004025,1,0.6835,2
2022-05-09 22:55:00,LONG,31103.43,31010.12,sl,-0.004,0,0.6807,2
2022-05-10 01:05:00,SHORT,31258.34,31102.05,tp,0.004025,1,0.6659,2
2022-05-10 01:25:00,SHORT,31134.43,30978.75,tp,0.004025,1,0.6902,2
2022-05-10 01:50:00,SHORT,31004.02,30849.0,tp,0.004025,1,0.6837,2
2022-05-10 02:25:00,SHORT,31300.06,31143.56,tp,0.004025,1,0.6524,2
2022-05-10 02:40:00,SHORT,31354.22,31197.44,tp,0.004025,1,0.693,2
2022-05-10 03:05:00,SHORT,31087.46,30932.02,tp,0.004025,1,0.6644,2
2022-05-10 05:45:00,SHORT,31880.2,31720.8,tp,0.004025,1,0.6608,2
2022-05-10 06:35:00,SHORT,32589.31,32426.36,tp,0.004025,1,0.6799,2
2022-05-10 10:00:00,LONG,31385.99,31291.83,sl,-0.004,0,0.66,2
2022-05-10 10:35:00,LONG,31407.91,31313.68,sl,-0.004,0,0.6903,2
2022-05-10 13:00:00,SHORT,32277.53,32116.15,tp,0.004025,1,0.6518,2
2022-05-10 15:10:00,LONG,30956.02,31110.8,tp,0.004,1,0.663,2
2022-05-10 16:30:00,LONG,31026.66,31181.79,tp,0.004,1,0.6791,2
2022-05-10 21:35:00,LONG,30502.07,30410.57,sl,-0.004,0,0.6935,2
2022-05-11 00:20:00,SHORT,31274.98,31118.61,tp,0.004025,1,0.6723,2
2022-05-11 00:40:00,SHORT,31196.52,31040.54,tp,0.004025,1,0.6876,2
2022-05-11 02:00:00,LONG,30681.36,30834.77,tp,0.004,1,0.651,2
2022-05-11 07:05:00,LONG,30368.92,30520.76,tp,0.004,1,0.6636,2
2022-05-11 07:35:00,LONG,30278.8,30430.2,tp,0.004,1,0.6907,2
2022-05-11 12:55:00,LONG,29343.96,29490.68,tp,0.004,1,0.6784,2
2022-05-11 18:40:00,SHORT,30224.48,30073.36,tp,0.004025,1,0.6596,2
2022-05-11 19:45:00,LONG,29228.37,29374.51,tp,0.004,1,0.7207,2
2022-05-11 20:55:00,LONG,28500.38,28642.88,tp,0.004,1,0.6916,2
2022-05-11 21:25:00,LONG,28183.87,28324.79,tp,0.004,1,0.6838,2
2022-05-11 23:05:00,SHORT,29012.19,28867.13,tp,0.004025,1,0.6675,2
2022-05-11 23:15:00,LONG,28770.65,28684.34,sl,-0.004,0,0.6645,2
2022-05-12 00:40:00,SHORT,30044.94,29894.72,tp,0.004025,1,0.65,2
2022-05-12 01:45:00,SHORT,29651.33,29503.07,tp,0.004025,1,0.6578,2
2022-05-12 05:30:00,SHORT,27572.28,27434.42,tp,0.004025,1,0.6654,2
2022-05-12 05:50:00,LONG,26901.83,27036.34,tp,0.004,1,0.7208,2
2022-05-12 07:25:00,SHORT,28258.96,28117.67,tp,0.004025,1,0.7008,2
2022-05-12 07:50:00,SHORT,28450.52,28308.27,tp,0.004025,1,0.6696,2
2022-05-12 10:10:00,LONG,27839.95,27979.15,tp,0.004,1,0.6651,2
2022-05-12 12:25:00,LONG,28087.85,28228.29,tp,0.004,1,0.6598,2
2022-05-12 16:30:00,SHORT,29818.36,29669.27,tp,0.004025,1,0.6694,2
2022-05-12 23:45:00,SHORT,29208.56,29062.52,tp,0.004025,1,0.6564,2
2022-05-13 01:00:00,SHORT,29684.09,29535.67,tp,0.004025,1,0.7069,2
2022-05-13 12:30:00,SHORT,30751.71,30597.95,tp,0.004025,1,0.68,2
2022-05-14 19:05:00,SHORT,29585.99,29438.06,tp,0.004025,1,0.6544,2
2022-05-15 20:20:00,SHORT,31082.0,30926.59,tp,0.004025,1,0.6811,2
2022-05-15 22:00:00,SHORT,31369.95,31213.1,tp,0.004025,1,0.688,2
2022-05-16 10:55:00,SHORT,30162.8,30011.99,tp,0.004025,1,0.6545,2
2022-05-16 12:40:00,LONG,29898.16,29808.47,sl,-0.004,0,0.6561,2
2022-05-16 17:45:00,LONG,29696.11,29844.59,tp,0.004,1,0.6588,2
2022-05-20 20:15:00,SHORT,29332.67,29186.0,tp,0.004025,1,0.6626,2
2022-05-30 20:25:00,SHORT,31292.2,31135.74,tp,0.004025,1,0.6676,2
2022-05-30 23:10:00,SHORT,31850.91,31691.65,tp,0.004025,1,0.6556,2
2022-05-31 16:40:00,SHORT,32284.81,32123.39,tp,0.004025,1,0.652,2
2022-06-01 23:05:00,SHORT,30042.1,29891.89,tp,0.004025,1,0.6624,2
2022-06-12 15:30:00,SHORT,28297.44,28155.96,tp,0.004025,1,0.6575,2
2022-06-13 01:25:00,LONG,26036.31,26166.49,tp,0.004,1,0.6683,2
2022-06-13 02:20:00,LONG,25555.35,25683.13,tp,0.004,1,0.6504,2
2022-06-13 09:50:00,LONG,23913.29,24032.86,tp,0.004,1,0.6667,2
2022-06-13 10:45:00,LONG,23982.0,24101.9,tp,0.004,1,0.6828,2
2022-06-13 12:10:00,SHORT,24341.13,24219.43,tp,0.004025,1,0.6672,2
2022-06-13 13:25:00,LONG,23420.27,23537.38,tp,0.004,1,0.6996,2
2022-06-13 13:40:00,LONG,23631.95,23750.11,tp,0.004,1,0.6562,2
2022-06-13 14:25:00,LONG,23438.91,23368.6,sl,-0.004,0,0.6582,2
2022-06-13 15:05:00,LONG,22732.5,22846.16,tp,0.004,1,0.6613,2
2022-06-13 16:30:00,SHORT,24092.73,23972.26,tp,0.004025,1,0.6699,2
2022-06-13 16:45:00,LONG,23795.58,23724.2,sl,-0.004,0,0.6524,2
2022-06-13 17:35:00,LONG,23188.4,23304.34,tp,0.004,1,0.6894,2
2022-06-13 18:30:00,LONG,23570.28,23688.13,tp,0.004,1,0.6514,2
2022-06-13 18:40:00,SHORT,23630.04,23511.89,tp,0.004025,1,0.651,2
2022-06-13 19:55:00,LONG,23229.83,23345.98,tp,0.004,1,0.6675,2
2022-06-13 21:40:00,LONG,22928.98,23043.62,tp,0.004,1,0.7199,2
2022-06-13 22:25:00,LONG,22928.93,23043.57,tp,0.004,1,0.6789,2
2022-06-13 23:30:00,LONG,22162.71,22273.52,tp,0.004,1,0.6683,2
2022-06-13 23:50:00,SHORT,22506.32,22393.79,tp,0.004025,1,0.681,2
2022-06-14 00:00:00,LONG,22416.63,22528.72,tp,0.004,1,0.6558,2
2022-06-14 01:40:00,LONG,21023.59,21128.7,tp,0.004,1,0.7236,2
2022-06-14 02:00:00,LONG,20936.08,21040.76,tp,0.004,1,0.6603,2
2022-06-14 03:00:00,LONG,21406.98,21514.01,tp,0.004,1,0.6662,2
2022-06-14 03:15:00,SHORT,21901.5,21792.0,tp,0.004025,1,0.6528,2
2022-06-14 04:00:00,SHORT,22377.79,22265.9,tp,0.004025,1,0.6795,2
2022-06-14 04:50:00,LONG,21821.48,21930.58,tp,0.004,1,0.6525,2
2022-06-14 12:25:00,LONG,21825.2,21934.32,tp,0.004,1,0.7072,2
2022-06-14 13:40:00,LONG,22066.68,22177.01,tp,0.004,1,0.6947,2
2022-06-14 15:15:00,LONG,22491.45,22423.98,sl,-0.004,0,0.6586,2
2022-06-14 19:10:00,LONG,22139.39,22250.09,tp,0.004,1,0.6986,2
2022-06-14 19:50:00,LONG,22199.68,22133.09,sl,-0.004,0,0.6755,2
2022-06-14 21:50:00,LONG,21384.01,21490.93,tp,0.004,1,0.71,2
2022-06-14 22:30:00,LONG,21487.91,21595.35,tp,0.004,1,0.7075,2
2022-06-15 00:35:00,SHORT,22090.86,21980.4,tp,0.004025,1,0.6761,2
2022-06-15 03:40:00,LONG,21557.05,21664.84,tp,0.004,1,0.6846,2
2022-06-15 05:00:00,LONG,21110.52,21216.07,tp,0.004,1,0.6713,2
2022-06-15 08:15:00,LONG,20451.4,20390.05,sl,-0.004,0,0.6666,2
2022-06-15 08:45:00,LONG,20298.38,20399.88,tp,0.004,1,0.6862,2
2022-06-15 14:50:00,LONG,21130.84,21236.49,tp,0.004,1,0.6813,2
2022-06-15 15:20:00,LONG,21168.65,21274.49,tp,0.004,1,0.6952,2
2022-06-15 17:05:00,LONG,20590.29,20693.24,tp,0.004,1,0.703,2
2022-06-15 19:05:00,SHORT,21663.72,21555.4,tp,0.004025,1,0.6539,2
2022-06-15 19:30:00,SHORT,22195.98,22085.0,tp,0.004025,1,0.6833,2
2022-06-15 20:05:00,SHORT,21778.39,21669.49,tp,0.004025,1,0.7076,2
2022-06-15 21:20:00,SHORT,21869.12,21934.73,sl,-0.003991,0,0.658,2
2022-06-15 22:25:00,SHORT,22635.41,22703.31,sl,-0.003991,0,0.6892,2
2022-06-15 23:20:00,SHORT,22646.53,22533.3,tp,0.004025,1,0.6577,2
2022-06-16 10:55:00,SHORT,21232.42,21126.26,tp,0.004025,1,0.6537,2
2022-06-16 11:10:00,SHORT,21280.01,21173.61,tp,0.004025,1,0.6839,2
2022-06-16 12:00:00,SHORT,21162.01,21056.2,tp,0.004025,1,0.6524,2
2022-06-16 12:15:00,LONG,20952.68,21057.44,tp,0.004,1,0.6913,2
2022-06-16 12:30:00,SHORT,21458.15,21350.85,tp,0.004025,1,0.6528,2
2022-06-16 21:20:00,SHORT,20906.2,20801.67,tp,0.004025,1,0.6627,2
2022-06-16 23:20:00,LONG,20252.33,20353.59,tp,0.004,1,0.6996,2
2022-06-17 02:00:00,SHORT,20988.79,20883.85,tp,0.004025,1,0.6569,2
2022-06-17 07:20:00,SHORT,21170.95,21065.09,tp,0.004025,1,0.6608,2
2022-06-18 07:45:00,SHORT,19401.92,19304.91,tp,0.004025,1,0.6699,2
2022-06-18 08:15:00,LONG,18834.09,18928.26,tp,0.004,1,0.6795,2
2022-06-18 09:35:00,LONG,19067.32,19162.66,tp,0.004,1,0.6656,2
