feature,bin,n_train,edge_train,n_hold,edge_hold,wr_hold,wr_lo,wr_hi,mean_hold,group,same_sign,abs_hold
body_pct,"(-56.315, -6.114]",6519,1.6646852618007768,2759,0.0843092549692668,46.97354113809351,45.11672452331717,48.83877404742971,-0.1264901801193164,[A]캔들,True,0.0843092549692668
body_pct,"(-6.114, -3.477]",6518,0.07539626955837231,4868,0.13306401290748526,46.32292522596549,44.92558358203701,47.72606584761603,-0.07773542218109793,[A]캔들,True,0.13306401290748526
body_pct,"(-3.477, -2.002]",6518,-0.8262736613213136,4972,0.21260283682465525,46.21882542236524,44.83643025588327,47.60705910278121,0.001803401736072038,[A]캔들,False,0.21260283682465525
body_pct,"(-2.002, -0.898]",6518,-0.9791952042600549,4706,0.5939903294602804,48.25754356141096,46.831848842367584,49.68608076273846,0.38319089437169723,[A]캔들,False,0.5939903294602804
body_pct,"(-0.898, 0.0117]",6518,-0.6420169216792149,4332,-0.06507640028554865,45.40627885503232,43.928341751919554,46.89235612597341,-0.27587583537413185,[A]캔들,True,0.06507640028554865
body_pct,"(0.0117, 0.943]",6518,-0.8154398619542242,4287,-0.13420598933316105,44.57662701189643,43.094221456447315,46.06874368307217,-0.34500542442174426,[A]캔들,True,0.13420598933316105
body_pct,"(0.943, 2.035]",6518,-0.16574896563819963,4314,-0.1822607128105194,45.549374130737135,44.06785353689801,47.03881420190927,-0.3930601478991026,[A]캔들,True,0.1822607128105194
body_pct,"(2.035, 3.564]",6518,-0.28225800090674147,4169,-0.7024120981658933,43.34372751259295,41.84626046532976,44.853450350436646,-0.9132115332544766,[A]캔들,True,0.7024120981658933
body_pct,"(3.564, 6.451]",6518,0.20736808740589296,3997,-0.37269317918144096,43.107330497873406,41.5793737063057,44.64852394402867,-0.5834926142700242,[A]캔들,False,0.37269317918144096
body_pct,"(6.451, 1301.6]",6519,1.7629571236615564,2741,0.484783213202684,42.867566581539585,41.02610946106468,44.728988392305084,0.2739837781141008,[A]캔들,True,0.484783213202684
