entry_time,direction,entry,exit,exit_type,pnl_pct,win,prob,fold
2022-01-05 20:00:00,LONG,3595.26,3613.23,tp,0.004,1,0.7519,1
2022-01-05 21:00:00,LONG,3556.02,3545.35,sl,-0.004,0,0.7816,1
2022-01-05 22:00:00,LONG,3536.02,3553.7,tp,0.004,1,0.7572,1
2022-01-05 23:00:00,LONG,3542.4,3531.77,sl,-0.004,0,0.7131,1
2022-01-06 03:00:00,LONG,3450.55,3467.81,tp,0.004,1,0.764,1
2022-01-06 08:00:00,LONG,3406.92,3396.7,sl,-0.004,0,0.6907,1
2022-01-06 09:00:00,LONG,3310.09,3326.64,tp,0.004,1,0.8485,1
2022-01-06 10:00:00,LONG,3357.62,3347.55,sl,-0.004,0,0.6877,1
2022-01-06 11:00:00,LONG,3351.16,3341.11,sl,-0.004,0,0.6751,1
2022-01-06 12:00:00,LONG,3362.84,3379.65,tp,0.004,1,0.6638,1
2022-01-06 13:00:00,LONG,3407.28,3424.32,tp,0.004,1,0.6575,1
2022-01-06 15:00:00,LONG,3398.71,3415.7,tp,0.004,1,0.655,1
2022-01-07 03:00:00,LONG,3240.36,3230.64,sl,-0.004,0,0.7803,1
2022-01-07 04:00:00,LONG,3218.92,3235.01,tp,0.004,1,0.7386,1
2022-01-07 05:00:00,LONG,3237.39,3227.68,sl,-0.004,0,0.6714,1
2022-01-07 06:00:00,LONG,3172.57,3188.43,tp,0.004,1,0.7474,1
2022-01-07 09:00:00,LONG,3252.21,3242.45,sl,-0.004,0,0.6572,1
2022-01-07 10:00:00,LONG,3218.94,3235.03,tp,0.004,1,0.7857,1
2022-01-07 13:00:00,LONG,3168.4,3184.25,tp,0.004,1,0.8085,1
2022-01-07 14:00:00,LONG,3209.8,3200.17,sl,-0.004,0,0.6693,1
2022-01-07 15:00:00,LONG,3133.26,3148.92,tp,0.004,1,0.8298,1
2022-01-07 16:00:00,LONG,3215.02,3205.37,sl,-0.004,0,0.6541,1
2022-01-07 17:00:00,LONG,3204.81,3195.2,sl,-0.004,0,0.6826,1
2022-01-07 18:00:00,LONG,3174.72,3190.59,tp,0.004,1,0.7453,1
2022-01-07 22:00:00,LONG,3183.36,3199.28,tp,0.004,1,0.73,1
2022-01-07 23:00:00,LONG,3200.84,3216.84,tp,0.004,1,0.6521,1
2022-01-08 17:00:00,LONG,3042.35,3057.56,tp,0.004,1,0.7415,1
2022-01-08 18:00:00,LONG,3010.72,3025.78,tp,0.004,1,0.8041,1
2022-01-08 19:00:00,LONG,3030.26,3045.42,tp,0.004,1,0.7129,1
2022-01-08 20:00:00,LONG,3033.14,3048.3,tp,0.004,1,0.6528,1
2022-01-08 21:00:00,LONG,3079.91,3095.31,tp,0.004,1,0.672,1
2022-01-08 23:00:00,LONG,3082.49,3097.9,tp,0.004,1,0.7412,1
2022-01-10 12:00:00,LONG,3033.07,3023.97,sl,-0.004,0,0.6788,1
2022-01-10 14:00:00,SHORT,3017.45,3002.36,tp,0.004025,1,0.6892,1
2022-01-10 15:00:00,SHORT,3004.76,3013.77,sl,-0.003991,0,0.6568,1
2022-01-10 16:00:00,LONG,3077.28,3068.05,sl,-0.004,0,0.6804,1
2022-01-10 17:00:00,LONG,3013.81,3028.88,tp,0.004,1,0.7511,1
2022-01-10 18:00:00,LONG,3044.43,3035.3,sl,-0.004,0,0.6563,1
2022-01-10 19:00:00,LONG,3031.26,3046.42,tp,0.004,1,0.6671,1
2022-01-10 20:00:00,LONG,3084.22,3074.97,sl,-0.004,0,0.6581,1
2022-01-11 16:00:00,LONG,3220.28,3236.38,tp,0.004,1,0.6576,1
2022-01-11 17:00:00,LONG,3233.29,3249.45,tp,0.004,1,0.6545,1
2022-01-12 13:00:00,LONG,3372.08,3361.96,sl,-0.004,0,0.6767,1
2022-01-13 15:00:00,SHORT,3299.78,3309.68,sl,-0.003991,0,0.6832,1
2022-01-20 14:00:00,LONG,3221.64,3237.75,tp,0.004,1,0.6534,1
2022-01-20 15:00:00,LONG,3263.05,3253.26,sl,-0.004,0,0.6903,1
2022-01-20 21:00:00,LONG,3082.88,3098.3,tp,0.004,1,0.7148,1
2022-01-20 22:00:00,SHORT,3059.49,3044.19,tp,0.004025,1,0.7181,1
2022-01-20 23:00:00,SHORT,2999.98,2984.98,tp,0.004025,1,0.7106,1
2022-01-21 00:00:00,SHORT,3015.09,3000.02,tp,0.004025,1,0.6739,1
2022-01-21 01:00:00,LONG,2901.76,2916.27,tp,0.004,1,0.8309,1
2022-01-21 02:00:00,SHORT,2906.21,2891.68,tp,0.004025,1,0.7345,1
2022-01-21 03:00:00,LONG,2838.64,2852.83,tp,0.004,1,0.817,1
2022-01-21 04:00:00,SHORT,2861.62,2870.2,sl,-0.003991,0,0.71,1
2022-01-21 05:00:00,LONG,2860.63,2852.05,sl,-0.004,0,0.6629,1
2022-01-21 09:00:00,LONG,2870.4,2884.76,tp,0.004,1,0.6943,1
2022-01-21 11:00:00,LONG,2849.59,2841.05,sl,-0.004,0,0.7444,1
2022-01-21 12:00:00,LONG,2779.28,2793.18,tp,0.004,1,0.8542,1
2022-01-21 13:00:00,LONG,2798.89,2812.88,tp,0.004,1,0.6555,1
2022-01-21 14:00:00,LONG,2785.27,2799.2,tp,0.004,1,0.7453,1
2022-01-21 15:00:00,SHORT,2829.48,2815.34,tp,0.004025,1,0.6943,1
2022-01-21 16:00:00,LONG,2811.37,2802.94,sl,-0.004,0,0.7047,1
2022-01-21 17:00:00,LONG,2781.66,2795.57,tp,0.004,1,0.7908,1
2022-01-21 18:00:00,LONG,2767.31,2781.15,tp,0.004,1,0.7684,1
2022-01-21 19:00:00,LONG,2743.29,2757.01,tp,0.004,1,0.8417,1
2022-01-21 20:00:00,LONG,2746.11,2737.87,sl,-0.004,0,0.7493,1
2022-01-21 21:00:00,LONG,2609.58,2622.63,tp,0.004,1,0.8724,1
2022-01-21 22:00:00,LONG,2546.9,2559.64,tp,0.004,1,0.8705,1
2022-01-21 23:00:00,SHORT,2566.87,2554.03,tp,0.004025,1,0.8401,1
2022-01-22 00:00:00,SHORT,2590.28,2598.06,sl,-0.003991,0,0.7951,1
2022-01-22 01:00:00,SHORT,2606.26,2593.22,tp,0.004025,1,0.7565,1
2022-01-22 02:00:00,SHORT,2592.0,2579.04,tp,0.004025,1,0.758,1
2022-01-22 03:00:00,LONG,2568.54,2560.84,sl,-0.004,0,0.8042,1
2022-01-22 04:00:00,LONG,2556.22,2548.55,sl,-0.004,0,0.7792,1
2022-01-22 05:00:00,LONG,2496.81,2509.29,tp,0.004,1,0.8404,1
2022-01-22 06:00:00,SHORT,2505.87,2493.34,tp,0.004025,1,0.7857,1
2022-01-22 07:00:00,LONG,2465.33,2477.66,tp,0.004,1,0.8053,1
2022-01-22 08:00:00,SHORT,2468.14,2455.79,tp,0.004025,1,0.7753,1
2022-01-22 09:00:00,LONG,2390.2,2402.16,tp,0.004,1,0.8611,1
2022-01-22 10:00:00,SHORT,2448.9,2436.66,tp,0.004025,1,0.8259,1
2022-01-22 11:00:00,SHORT,2429.85,2437.14,sl,-0.003991,0,0.8244,1
2022-01-22 12:00:00,LONG,2491.9,2504.35,tp,0.004,1,0.8365,1
2022-01-22 13:00:00,LONG,2468.27,2460.87,sl,-0.004,0,0.8689,1
2022-01-22 14:00:00,LONG,2419.86,2412.6,sl,-0.004,0,0.883,1
2022-01-22 15:00:00,LONG,2388.19,2400.13,tp,0.004,1,0.8801,1
2022-01-22 16:00:00,SHORT,2438.16,2425.97,tp,0.004025,1,0.78,1
2022-01-22 17:00:00,LONG,2381.17,2393.08,tp,0.004,1,0.8595,1
2022-01-22 18:00:00,LONG,2331.74,2343.39,tp,0.004,1,0.8581,1
2022-01-22 19:00:00,LONG,2338.52,2350.21,tp,0.004,1,0.8316,1
2022-01-22 20:00:00,LONG,2430.88,2443.04,tp,0.004,1,0.8206,1
2022-01-22 21:00:00,LONG,2447.26,2439.92,sl,-0.004,0,0.761,1
2022-01-22 22:00:00,LONG,2380.56,2392.46,tp,0.004,1,0.8596,1
2022-01-22 23:00:00,SHORT,2410.97,2398.92,tp,0.004025,1,0.8023,1
2022-01-23 00:00:00,SHORT,2446.78,2434.54,tp,0.004025,1,0.8062,1
2022-01-23 01:00:00,SHORT,2443.64,2431.42,tp,0.004025,1,0.7312,1
2022-01-23 02:00:00,LONG,2396.56,2408.54,tp,0.004,1,0.7966,1
2022-01-23 03:00:00,SHORT,2415.47,2422.72,sl,-0.003991,0,0.7151,1
2022-01-23 04:00:00,SHORT,2431.29,2419.14,tp,0.004025,1,0.7763,1
2022-01-23 05:00:00,SHORT,2466.6,2454.26,tp,0.004025,1,0.7885,1
2022-01-23 06:00:00,SHORT,2461.71,2469.09,sl,-0.003991,0,0.7403,1
2022-01-23 07:00:00,SHORT,2486.59,2494.05,sl,-0.003991,0,0.7278,1
2022-01-23 08:00:00,SHORT,2518.93,2526.49,sl,-0.003991,0,0.789,1
2022-01-23 09:00:00,SHORT,2533.36,2520.7,tp,0.004025,1,0.7232,1
2022-01-23 10:00:00,SHORT,2532.65,2519.99,tp,0.004025,1,0.7374,1
2022-01-23 11:00:00,LONG,2499.51,2492.01,sl,-0.004,0,0.7626,1
2022-01-23 12:00:00,SHORT,2493.9,2501.38,sl,-0.003991,0,0.6988,1
2022-01-23 13:00:00,SHORT,2503.89,2491.37,tp,0.004025,1,0.6806,1
2022-01-23 14:00:00,LONG,2434.73,2427.42,sl,-0.004,0,0.8003,1
2022-01-23 15:00:00,LONG,2433.71,2445.87,tp,0.004,1,0.6843,1
2022-01-23 16:00:00,SHORT,2425.16,2432.43,sl,-0.003991,0,0.6794,1
2022-01-23 18:00:00,LONG,2415.53,2427.6,tp,0.004,1,0.6854,1
2022-01-23 19:00:00,LONG,2385.2,2397.13,tp,0.004,1,0.7916,1
2022-01-23 20:00:00,SHORT,2422.27,2410.16,tp,0.004025,1,0.7058,1
2022-01-23 22:00:00,SHORT,2444.28,2451.61,sl,-0.003991,0,0.6975,1
2022-01-23 23:00:00,SHORT,2537.74,2525.05,tp,0.004025,1,0.7889,1
2022-01-24 00:00:00,LONG,2491.51,2484.03,sl,-0.004,0,0.7519,1
2022-01-24 01:00:00,LONG,2458.57,2451.19,sl,-0.004,0,0.7048,1
2022-01-24 02:00:00,LONG,2437.84,2450.03,tp,0.004,1,0.7253,1
2022-01-24 05:00:00,SHORT,2438.45,2445.77,sl,-0.003991,0,0.667,1
2022-01-24 07:00:00,LONG,2387.84,2399.78,tp,0.004,1,0.7381,1
2022-01-24 08:00:00,SHORT,2383.11,2371.19,tp,0.004025,1,0.7246,1
2022-01-24 09:00:00,SHORT,2335.36,2323.68,tp,0.004025,1,0.8055,1
2022-01-24 10:00:00,LONG,2217.76,2228.85,tp,0.004,1,0.8574,1
2022-01-24 11:00:00,SHORT,2237.24,2226.05,tp,0.004025,1,0.8293,1
2022-01-24 12:00:00,LONG,2191.21,2202.16,tp,0.004,1,0.8636,1
2022-01-24 13:00:00,LONG,2184.76,2195.69,tp,0.004,1,0.8316,1
2022-01-24 14:00:00,SHORT,2203.51,2192.49,tp,0.004025,1,0.8308,1
2022-01-24 15:00:00,SHORT,2273.85,2262.48,tp,0.004025,1,0.8147,1
2022-01-24 16:00:00,SHORT,2258.71,2247.42,tp,0.004025,1,0.7952,1
2022-01-24 17:00:00,SHORT,2346.84,2335.1,tp,0.004025,1,0.8093,1
2022-01-24 18:00:00,SHORT,2384.41,2372.49,tp,0.004025,1,0.7925,1
2022-01-24 19:00:00,SHORT,2377.73,2384.86,sl,-0.003991,0,0.7829,1
2022-01-24 20:00:00,SHORT,2463.93,2451.61,tp,0.004025,1,0.8032,1
2022-01-24 21:00:00,LONG,2443.22,2435.89,sl,-0.004,0,0.8053,1
2022-01-24 22:00:00,LONG,2413.7,2425.76,tp,0.004,1,0.8392,1
2022-01-24 23:00:00,LONG,2440.51,2433.19,sl,-0.004,0,0.8176,1
2022-01-25 00:00:00,LONG,2389.21,2401.16,tp,0.004,1,0.8557,1
2022-01-25 01:00:00,SHORT,2390.51,2397.69,sl,-0.003991,0,0.6916,1
2022-01-25 02:00:00,SHORT,2409.47,2397.43,tp,0.004025,1,0.68,1
2022-01-25 03:00:00,LONG,2416.97,2409.72,sl,-0.004,0,0.6588,1
2022-01-25 04:00:00,LONG,2380.41,2392.31,tp,0.004,1,0.7157,1
2022-01-25 06:00:00,LONG,2365.91,2377.74,tp,0.004,1,0.7434,1
2022-01-25 09:00:00,LONG,2427.23,2439.37,tp,0.004,1,0.7057,1
2022-01-25 10:00:00,SHORT,2427.61,2415.47,tp,0.004025,1,0.6747,1
2022-01-25 11:00:00,SHORT,2423.12,2411.0,tp,0.004025,1,0.676,1
2022-01-25 12:00:00,SHORT,2437.19,2425.0,tp,0.004025,1,0.6906,1
2022-01-25 13:00:00,SHORT,2426.65,2414.51,tp,0.004025,1,0.6897,1
2022-01-25 14:00:00,SHORT,2392.39,2380.43,tp,0.004025,1,0.7174,1
2022-01-25 15:00:00,SHORT,2418.13,2425.38,sl,-0.003991,0,0.7229,1
2022-01-25 16:00:00,LONG,2434.13,2446.3,tp,0.004,1,0.6527,1
2022-01-25 17:00:00,SHORT,2479.37,2466.97,tp,0.004025,1,0.7328,1
2022-01-25 18:00:00,SHORT,2495.44,2482.96,tp,0.004025,1,0.7207,1
2022-01-25 19:00:00,LONG,2467.51,2460.11,sl,-0.004,0,0.7783,1
2022-01-25 20:00:00,LONG,2439.48,2432.16,sl,-0.004,0,0.7392,1
2022-01-25 21:00:00,LONG,2414.05,2426.12,tp,0.004,1,0.7129,1
2022-01-25 23:00:00,LONG,2460.06,2452.68,sl,-0.004,0,0.7059,1
2022-01-26 04:00:00,SHORT,2497.67,2485.18,tp,0.004025,1,0.7062,1
2022-01-26 11:00:00,SHORT,2545.31,2532.58,tp,0.004025,1,0.7082,1
2022-01-26 13:00:00,LONG,2624.28,2637.4,tp,0.004,1,0.7327,1
2022-01-26 14:00:00,SHORT,2644.9,2631.67,tp,0.004025,1,0.7303,1
2022-01-26 15:00:00,LONG,2606.74,2619.78,tp,0.004,1,0.7906,1
2022-01-26 16:00:00,LONG,2616.15,2629.23,tp,0.004,1,0.6755,1
2022-01-26 17:00:00,LONG,2596.67,2609.65,tp,0.004,1,0.7682,1
2022-01-26 18:00:00,LONG,2606.19,2619.22,tp,0.004,1,0.6595,1
2022-01-26 19:00:00,LONG,2575.12,2567.39,sl,-0.004,0,0.8269,1
2022-01-26 20:00:00,LONG,2520.38,2532.98,tp,0.004,1,0.8068,1
2022-01-26 21:00:00,LONG,2419.16,2431.25,tp,0.004,1,0.8618,1
2022-01-26 22:00:00,SHORT,2436.96,2444.27,sl,-0.003991,0,0.7373,1
2022-01-26 23:00:00,SHORT,2461.76,2449.45,tp,0.004025,1,0.7535,1
2022-01-27 00:00:00,SHORT,2483.2,2470.78,tp,0.004025,1,0.6961,1
2022-01-27 01:00:00,LONG,2392.08,2384.9,sl,-0.004,0,0.7963,1
2022-01-27 02:00:00,SHORT,2386.32,2374.38,tp,0.004025,1,0.7626,1
2022-01-27 03:00:00,LONG,2366.05,2377.88,tp,0.004,1,0.8324,1
2022-01-27 04:00:00,LONG,2395.01,2406.98,tp,0.004,1,0.7062,1
2022-01-27 05:00:00,LONG,2391.29,2403.24,tp,0.004,1,0.6734,1
2022-01-27 06:00:00,SHORT,2399.44,2406.64,sl,-0.003991,0,0.656,1
2022-01-27 08:00:00,SHORT,2438.86,2426.67,tp,0.004025,1,0.7219,1
