fold,val_start,val_end,n_train,n_val,n_trades,n_long,n_short,win_rate,win_long,win_short,avg_pnl,total_pnl,l_thr,s_thr
1,2022-01-01,2022-04-01,17226,2160,10,6,4,0.8,0.8333,0.75,0.241,2.408,0.65,0.65
2,2022-04-01,2022-07-01,19386,2184,57,14,43,0.3684,0.5,0.3256,-0.104,-5.939,0.65,0.65
3,2022-07-01,2022-10-01,21570,2208,42,11,31,0.4286,0.4545,0.4194,-0.056,-2.351,0.65,0.65
4,2022-10-01,2023-01-01,23778,2208,120,86,34,0.5083,0.4302,0.7059,0.004,0.514,0.65,0.65
5,2023-01-01,2023-04-01,25986,2159,53,29,24,0.5283,0.4828,0.5833,0.027,1.434,0.65,0.65
6,2023-04-01,2023-07-01,28145,2184,14,2,12,0.0714,0.0,0.0833,-0.342,-4.788,0.65,0.65
7,2023-07-01,2023-10-01,30329,2208,16,0,16,0.4375,0.0,0.4375,-0.057,-0.917,0.65,0.65
8,2023-10-01,2024-01-01,32537,2208,4,1,3,1.0,1.0,1.0,0.402,1.607,0.65,0.65
9,2024-01-01,2024-04-01,34745,2184,0,0,0,0.0,0.0,0.0,0.0,0.0,0.65,0.65
