symbol,interval,strategy,전체_수익률%,전체_CAGR%,MDD%,Sharpe,손익비,거래수,노출%,학습_CAGR%,홀드아웃_CAGR%,BH_수익률%,BH_CAGR%,BH_MDD%,BH_Sharpe,BH대비_CAGR차
XRPUSDT,1d,"MA교차(50,200)",-99.2044650646323,-44.34382866629581,-99.86992551297644,-0.13638556701553325,0.975497525681153,23,93.35768847558951,-58.344892169324744,-16.514358277607634,19.328014383638624,2.1651749736984804,-84.99224634470536,0.5032184394576379,-46.5090036399943
XRPUSDT,1d,"MA교차(5,20)",-97.95602077857879,-37.59889699834989,-98.62213396883749,0.08890495891369414,1.0157546949187704,173,99.33576884755895,-32.46580143548803,-43.158217274828516,19.328014383638624,2.1651749736984804,-84.99224634470536,0.5032184394576379,-39.76407197204838
XRPUSDT,1d,"MA교차(20,50)",-99.74359568529378,-51.48184628761852,-99.92359081144235,-0.16103300560630698,0.9718915380789447,67,98.33942211889737,-52.309641125805115,-47.73242782567541,19.328014383638624,2.1651749736984804,-84.99224634470536,0.5032184394576379,-53.64702126131699
XRPUSDT,1d,"Supertrend(10,3.0)",-99.67723979017313,-50.10914020941629,-99.88018776368602,-0.13272267698957055,0.9768206228057232,81,98.6715376951179,-51.92962598914694,-47.62693906967468,19.328014383638624,2.1651749736984804,-84.99224634470536,0.5032184394576379,-52.27431518311477
XRPUSDT,1d,"Supertrend(14,2.5)",-94.42143726016084,-29.52246651370769,-98.62264277987578,0.2048894555365913,1.0368472498872017,90,98.70474925273996,-30.866766990091875,-25.07990868206207,19.328014383638624,2.1651749736984804,-84.99224634470536,0.5032184394576379,-31.68764148740617
XRPUSDT,1d,"Supertrend(7,2.0)",-98.01438479792748,-37.81765112285205,-99.31552489275981,0.08160274955158751,1.0144581832918742,129,99.20292261707074,-22.730645542472395,-52.23245428331429,19.328014383638624,2.1651749736984804,-84.99224634470536,0.5032184394576379,-39.982826096550525
XRPUSDT,1d,"Supertrend(20,3.0)",-96.12653957327511,-32.57106655740788,-99.16904990048813,0.15902997381851275,1.0284995671662287,67,98.6715376951179,-37.104665794435356,-28.76775669229097,19.328014383638624,2.1651749736984804,-84.99224634470536,0.5032184394576379,-34.73624153110636
ADAUSDT,1d,"Donchian(20,10)",34.92059583968612,3.676384089781659,-96.36164823242868,0.5214455226647898,1.0983274738647477,144,74.47159841479525,62.7599089805682,-46.492090640549186,-30.667765869744446,-4.318919278663536,-95.15171948752528,0.4481126474263943,7.995303368445194
ADAUSDT,1d,"Donchian(55,20)",709.385574829353,28.667991811291603,-86.28018154943634,0.710921583623834,1.1465914903503858,69,59.5112285336856,67.5355543303942,-4.8980921405068045,-30.667765869744446,-4.318919278663536,-95.15171948752528,0.4481126474263943,32.98691108995514
ADAUSDT,1d,"Donchian(20,5)",57.273247747885335,5.610012294796585,-81.57696510112905,0.4456398021621142,1.0967851447941999,203,52.70805812417437,15.392488038413488,-12.215982608943921,-30.667765869744446,-4.318919278663536,-95.15171948752528,0.4481126474263943,9.92893157346012
ADAUSDT,1d,"Donchian(40,15)",57.73480728290681,5.647324865308168,-98.46583346734893,0.5429938595936954,1.10788495719219,95,67.33817701453104,64.04626697067475,-42.108587311107826,-30.667765869744446,-4.318919278663536,-95.15171948752528,0.4481126474263943,9.966244143971704
ADAUSDT,1d,"Donchian(100,25)",86.64242215380371,7.8122291710653435,-94.05621414501994,0.4722388864348966,1.1022436049950837,48,51.849405548216644,37.15089308515373,-10.382825059093559,-30.667765869744446,-4.318919278663536,-95.15171948752528,0.4481126474263943,12.13114844972888
ADAUSDT,1d,"MA교차(10,50)",3579.677206932509,54.43482043596275,-85.89904457100761,0.9638238207271275,1.1607735569449502,68,98.34874504623514,150.95084316208292,-13.648357494867824,-30.667765869744446,-4.318919278663536,-95.15171948752528,0.4481126474263943,58.753739714626285
ADAUSDT,1d,"MA교차(20,100)",-2.5907499372640252,-0.3159097487054674,-95.49439781145762,0.5248349938744401,1.0855421794265279,29,96.69749009247028,28.77304442020696,-19.69737103760315,-30.667765869744446,-4.318919278663536,-95.15171948752528,0.4481126474263943,4.003009529958068
ADAUSDT,1d,"MA교차(50,200)",-87.75888573506928,-22.367339929230635,-98.39209334313989,0.21238414745369646,1.0344415141845884,17,93.39498018494055,12.188885779841275,-37.92165420294168,-30.667765869744446,-4.318919278663536,-95.15171948752528,0.4481126474263943,-18.0484206505671
ADAUSDT,1d,"MA교차(5,20)",30.104939299178724,3.2231616290347986,-93.21040429087087,0.562828789731253,1.090303256604107,164,99.33949801849406,31.989623227485087,-28.32375555252674,-30.667765869744446,-4.318919278663536,-95.15171948752528,0.4481126474263943,7.542080907698335
ADAUSDT,1d,"MA교차(20,50)",1017.0871342373993,33.76364732168855,-92.87868798322808,0.8188455430477827,1.1350194121624766,56,98.34874504623514,124.82029860833848,-30.63180297791346,-30.667765869744446,-4.318919278663536,-95.15171948752528,0.4481126474263943,38.08256660035209
ADAUSDT,1d,"Supertrend(10,3.0)",-78.58772671582493,-16.95432632368946,-99.41865184344138,0.3464832112882494,1.054718494489243,82,99.20739762219286,49.14322503261512,-63.010421689042516,-30.667765869744446,-4.318919278663536,-95.15171948752528,0.4481126474263943,-12.635407045025925
ADAUSDT,1d,"Supertrend(14,2.5)",-76.7727090627845,-16.135831644679975,-99.23955444471183,0.3571659462948255,1.056453335979605,97,99.20739762219286,33.87062954315523,-57.40430007400812,-30.667765869744446,-4.318919278663536,-95.15171948752528,0.4481126474263943,-11.81691236601644
ADAUSDT,1d,"Supertrend(7,2.0)",107.74051254910782,9.21304526831026,-96.6886778014108,0.6225133575613453,1.1001383647767358,124,99.63672391017172,56.75593690359377,-33.543703696880996,-30.667765869744446,-4.318919278663536,-95.15171948752528,0.4481126474263943,13.531964546973796
ADAUSDT,1d,"Supertrend(20,3.0)",-83.49838862951509,-19.521594030073874,-98.64265333799655,0.31509850324771427,1.0497778721876938,73,98.8441215323646,36.35363138264085,-58.64068801311595,-30.667765869744446,-4.318919278663536,-95.15171948752528,0.4481126474263943,-15.202674751410338
