entry_time,direction,entry,exit,exit_type,pnl_pct,win,prob,fold
2022-04-01 02:40:00,SHORT,3244.07,3227.85,tp,0.004025,1,0.7071,2
2022-04-01 03:05:00,SHORT,3230.21,3239.9,sl,-0.003991,0,0.6854,2
2022-04-01 14:10:00,SHORT,3384.31,3394.46,sl,-0.003991,0,0.658,2
2022-04-01 15:15:00,SHORT,3442.57,3425.36,tp,0.004025,1,0.6793,2
2022-04-01 15:40:00,SHORT,3438.54,3421.35,tp,0.004025,1,0.6754,2
2022-04-01 16:45:00,SHORT,3426.02,3408.89,tp,0.004025,1,0.6722,2
2022-04-02 01:50:00,SHORT,3483.05,3493.5,sl,-0.003991,0,0.6709,2
2022-04-04 21:00:00,SHORT,3517.89,3500.3,tp,0.004025,1,0.6797,2
2022-04-04 23:30:00,SHORT,3536.53,3518.85,tp,0.004025,1,0.6549,2
2022-04-06 00:30:00,SHORT,3310.17,3320.1,sl,-0.003991,0,0.7197,2
2022-04-06 11:45:00,SHORT,3315.66,3299.08,tp,0.004025,1,0.6624,2
2022-04-06 14:30:00,SHORT,3267.35,3251.01,tp,0.004025,1,0.7237,2
2022-04-06 15:45:00,SHORT,3260.16,3243.86,tp,0.004025,1,0.7168,2
2022-04-06 18:00:00,SHORT,3245.57,3229.34,tp,0.004025,1,0.666,2
2022-04-07 01:10:00,SHORT,3172.61,3182.13,sl,-0.003991,0,0.6645,2
2022-04-07 01:35:00,SHORT,3187.2,3196.76,sl,-0.003991,0,0.6679,2
2022-04-07 02:00:00,SHORT,3191.62,3175.67,tp,0.004025,1,0.6583,2
2022-04-07 15:00:00,SHORT,3191.72,3175.76,tp,0.004025,1,0.7298,2
2022-04-07 16:10:00,SHORT,3214.04,3197.97,tp,0.004025,1,0.7152,2
2022-04-07 16:30:00,SHORT,3213.44,3197.38,tp,0.004025,1,0.6703,2
2022-04-08 00:10:00,SHORT,3242.68,3226.46,tp,0.004025,1,0.6758,2
2022-04-08 15:30:00,SHORT,3290.02,3273.57,tp,0.004025,1,0.6608,2
2022-04-11 10:15:00,SHORT,3077.53,3062.14,tp,0.004025,1,0.6942,2
2022-04-11 14:30:00,SHORT,3030.54,3039.64,sl,-0.003991,0,0.6525,2
2022-04-11 21:50:00,SHORT,2977.22,2962.33,tp,0.004025,1,0.6581,2
2022-04-12 00:00:00,SHORT,2988.15,2973.2,tp,0.004025,1,0.7444,2
2022-04-13 00:10:00,SHORT,3039.29,3024.09,tp,0.004025,1,0.7213,2
2022-04-13 15:30:00,SHORT,3111.73,3096.17,tp,0.004025,1,0.6713,2
2022-04-18 17:10:00,SHORT,2958.51,2967.39,sl,-0.003991,0,0.6585,2
2022-04-21 16:15:00,SHORT,3101.12,3085.61,tp,0.004025,1,0.6579,2
2022-04-21 20:20:00,SHORT,3022.79,3007.67,tp,0.004025,1,0.6616,2
2022-04-22 14:45:00,SHORT,2976.89,2985.82,sl,-0.003991,0,0.7088,2
2022-04-22 15:05:00,SHORT,2982.37,2967.46,tp,0.004025,1,0.6881,2
2022-04-22 16:20:00,SHORT,2961.77,2946.96,tp,0.004025,1,0.6695,2
2022-04-26 15:10:00,SHORT,2902.63,2888.11,tp,0.004025,1,0.6805,2
2022-04-26 20:10:00,LONG,2803.52,2817.54,tp,0.004,1,0.6533,2
2022-04-26 20:35:00,SHORT,2829.52,2838.01,sl,-0.003991,0,0.6557,2
2022-04-27 14:45:00,SHORT,2859.09,2844.79,tp,0.004025,1,0.6988,2
2022-04-27 14:55:00,LONG,2844.13,2835.6,sl,-0.004,0,0.6731,2
2022-04-28 14:20:00,SHORT,2868.59,2877.2,sl,-0.003991,0,0.6776,2
2022-04-28 15:50:00,SHORT,2890.54,2876.09,tp,0.004025,1,0.6639,2
2022-04-28 17:25:00,SHORT,2950.11,2958.96,sl,-0.003991,0,0.6611,2
2022-04-29 17:00:00,SHORT,2824.95,2833.42,sl,-0.003991,0,0.7026,2
2022-04-29 19:40:00,SHORT,2790.76,2776.81,tp,0.004025,1,0.6622,2
2022-05-01 22:10:00,SHORT,2822.01,2807.9,tp,0.004025,1,0.6522,2
2022-05-02 14:30:00,SHORT,2845.27,2831.04,tp,0.004025,1,0.696,2
2022-05-05 15:35:00,SHORT,2767.63,2753.79,tp,0.004025,1,0.6783,2
2022-05-05 16:00:00,SHORT,2751.62,2737.87,tp,0.004025,1,0.7591,2
2022-05-05 17:05:00,SHORT,2768.22,2754.37,tp,0.004025,1,0.7534,2
2022-05-05 17:35:00,SHORT,2753.21,2739.45,tp,0.004025,1,0.6509,2
2022-05-05 21:00:00,SHORT,2753.37,2739.61,tp,0.004025,1,0.6589,2
