feature,bin,n_train,edge_train,n_hold,edge_hold,wr_hold,wr_lo,wr_hi,mean_hold,group,same_sign,abs_hold
body_pct,"(-56.315, -6.114]",6519,1.1066693522170838,2771,-0.07895498521035077,47.63623240707326,45.78117937403371,49.497830426021196,-0.12338285696242081,[A]캔들,False,0.07895498521035077
body_pct,"(-6.114, -3.477]",6518,0.20036025011225556,4899,-0.023200450357714092,47.21371708511941,45.818479129823615,48.613321399893685,-0.06762832210978413,[A]캔들,False,0.023200450357714092
body_pct,"(-3.477, -2.002]",6518,-0.0698118811662978,4990,-0.1905924883071135,47.19438877755511,45.8119466918262,48.581147394297815,-0.23502036005918353,[A]캔들,True,0.1905924883071135
body_pct,"(-2.002, -0.898]",6518,-0.1483866994801547,4726,-0.04489063997390523,48.58231062209056,47.15907417440258,50.00784997798341,-0.08931851172597527,[A]캔들,True,0.04489063997390523
body_pct,"(-0.898, 0.0117]",6518,-0.19221234051340746,4352,-0.08123827597881418,47.86305147058824,46.38141622664322,49.348456044194165,-0.12566614773088422,[A]캔들,True,0.08123827597881418
body_pct,"(0.0117, 0.943]",6518,-0.2853649289125648,4325,-0.02802705536201429,47.95375722543353,46.46732086038997,49.44382543796383,-0.07245492711408433,[A]캔들,True,0.02802705536201429
body_pct,"(0.943, 2.035]",6518,-0.1833266484305918,4334,0.0771907625640217,48.84633133364098,47.35979574457727,50.334910304624714,0.03276289081195166,[A]캔들,False,0.0771907625640217
body_pct,"(2.035, 3.564]",6518,-0.32286720047914674,4181,0.05539240665127135,47.04616120545324,45.53660715291894,48.561138386601606,0.010964534899201309,[A]캔들,False,0.05539240665127135
body_pct,"(3.564, 6.451]",6518,-0.27500980494076915,4005,0.1296529603831778,45.91760299625468,44.378871524857274,47.46415864126353,0.08522508863110775,[A]캔들,False,0.1296529603831778
body_pct,"(6.451, 1301.6]",6519,0.169754071059184,2746,0.3222936706095939,45.411507647487255,43.556952401748084,47.27888337875652,0.2778657988575239,[A]캔들,True,0.3222936706095939
