direction,rule,win_rate,count,lift,baseline_wr,symbol,interval
LONG,htf_1h_atr ≤ 0.03925 AND ret_1 ≤ -0.00174 AND lower_shadow > 0.37854 AND ha_body_ratio ≤ -0.48274 AND rsi_21_slope > -11.04308,86.6,119,1.21,71.3,SOLUSDT,5m
LONG,bb_width_48 > 0.03509 AND vs_sma12 > -0.01107 AND vol_24 > 0.01034 AND vs_sma96 > 0.02535,86.5,37,1.33,65.1,BTCUSDT,1h
SHORT,ha_body_ratio > 0.2771 AND ha_streak ≤ 3.5,86.4,44,0.97,89.0,BNBUSDT,5m
SHORT,upper_shadow ≤ 0.35325 AND vs_low_55 ≤ 0.01365 AND ichi_tk ≤ -0.00089 AND htf_1h_atr > 0.01421 AND hma_9_slope > -0.00889,86.4,88,1.23,70.3,ETHUSDT,5m
LONG,atr7 ≤ 0.01837 AND fractal_low ≤ 0.5 AND vs_sma288 > -0.10057 AND ret_2 > 0.01014,86.4,44,1.07,80.5,ADAUSDT,4h
SHORT,vol_48 ≤ 0.01701 AND stoch_d_14 ≤ 0.8824 AND htf_4h_adx ≤ 0.29259 AND bb_pos_48 > -0.1373 AND htf_4h_rsi_14 ≤ 0.57457,86.2,29,1.25,69.0,ETHUSDT,1h
LONG,htf_1h_atr ≤ 0.03925 AND ret_1 > -0.00174 AND htf_1h_bb_pos_20 > -0.31241 AND vs_sma200 ≤ -0.00576 AND vs_r2 ≤ -0.44477,86.2,218,1.21,71.3,SOLUSDT,5m
LONG,atr7 ≤ 0.02397 AND vol_ratio_12 > 1.18007 AND bb_width_48 > 0.08659 AND gap ≤ 0.0 AND atr_ratio ≤ 1.07947,86.1,108,1.1,78.2,ETHUSDT,4h
LONG,lower_shadow > 0.55941 AND htf_1h_bb_pos_20 > 0.76435,86.1,36,1.23,70.3,ADAUSDT,5m
LONG,atr7 ≤ 0.02397 AND vol_ratio_12 > 1.18007 AND bb_width_48 ≤ 0.08659 AND rsi_14_slope > -5.15346 AND vol_slope ≤ 1.65862,85.9,85,1.1,78.2,ETHUSDT,4h
LONG,vol_48 > 0.00645 AND vol_ratio_12 > 1.54889 AND vol_slope ≤ 4.27362 AND adx_slope > -0.01176 AND atr_ratio ≤ 1.03571,85.7,35,1.12,76.7,BNBUSDT,4h
SHORT,atr ≤ 0.02764 AND hour_cos ≤ 0.0 AND dxy_ret20d > -0.00853 AND dxy_vs_ma ≤ -0.00095 AND adx_slope ≤ -0.02863,85.4,41,1.09,78.1,ETHUSDT,4h
LONG,atr ≤ 0.02274 AND htf_4h_cmf_14 > 0.0563 AND stoch_k_24 ≤ 0.58499 AND htf_4h_rsi_14 ≤ 0.42589 AND di_diff ≤ -0.23322,85.4,48,1.22,70.2,SOLUSDT,1h
LONG,htf_1h_atr > 0.03925 AND inside_bar ≤ 0.5 AND roc_21 > -0.08053 AND vs_sma48 ≤ -0.04171 AND obv_slope > 0.01538,85.3,75,1.2,71.3,SOLUSDT,5m
SHORT,atr > 0.02764 AND body_ratio > 0.06466 AND inside_bar ≤ 0.5 AND stoch_kd_9 > 0.13336,85.3,34,1.09,78.1,ETHUSDT,4h
LONG,atr7 > 0.02182 AND vol_ratio_12 ≤ 0.47867 AND vol_slope ≤ -0.47365 AND macd_5_13_hist ≤ 0.00037 AND vol_288 > 0.02367,85.2,27,1.01,84.1,SOLUSDT,4h
LONG,atr7 > 0.02182 AND vol_ratio_12 > 0.47867 AND atr7 ≤ 0.03725 AND fractal_low ≤ 0.5 AND macd_12_26 > -0.01871,85.1,403,1.01,84.1,SOLUSDT,4h
LONG,atr7 > 0.01837 AND vol_ratio_24 ≤ 1.16109 AND vol_288 ≤ 0.02121 AND fg_norm ≤ 0.675 AND fractal_low > 0.5,85.0,160,1.06,80.5,ADAUSDT,4h
LONG,atr7 ≤ 0.02397 AND vol_ratio_12 ≤ 1.18007 AND vol_ratio_12 ≤ 0.50184 AND vs_pivot ≤ 0.0214 AND cci_14 ≤ 0.03642,85.0,40,1.09,78.2,ETHUSDT,4h
LONG,vol_288 > 0.00202 AND lower_shadow > 0.41801 AND rsi_14_slope > -7.96139,85.0,40,0.98,86.5,XRPUSDT,5m
LONG,vol_48 ≤ 0.00645 AND cmf_14 ≤ -0.00629 AND roc_21 > -0.02286,84.8,33,1.11,76.7,BNBUSDT,4h
SHORT,atr7 ≤ 0.03319 AND inside_bar > 0.5 AND aroon_25 > -0.58 AND adx > 0.23519 AND dc_pos_20 ≤ 0.15794,84.8,79,1.03,82.5,SOLUSDT,4h
SHORT,upper_shadow ≤ 0.32765 AND vs_low_20 > 0.00428 AND atr > 0.00392 AND stoch_kd_14 > -0.02827 AND bb_width_20 > 0.0176,84.8,1250,1.22,69.3,SOLUSDT,5m
SHORT,vol_ratio_12 ≤ 0.63386 AND atr28 ≤ 0.02489 AND ret_12 > 0.00897 AND ret_12 ≤ 0.02735,84.6,39,1.14,74.4,BTCUSDT,4h
LONG,atr > 0.0265 AND vol_288 ≤ 0.00952 AND rsi_6_slope ≤ -0.58294,84.4,32,1.15,73.6,BTCUSDT,4h
LONG,atr7 > 0.02397 AND atr28 > 0.03262 AND vs_sma12 > -0.08016 AND atr_ratio ≤ 0.80172,84.4,45,1.08,78.2,ETHUSDT,4h
SHORT,vol_24 > 0.01782 AND htf_4h_atr > 0.04038 AND htf_4h_ema50_vs_200 > 0.20916 AND ret_1 > 0.00116,84.3,102,1.24,67.9,SOLUSDT,1h
LONG,atr7 ≤ 0.02809 AND vol_ratio_12 > 0.69653 AND vol_ratio_24 > 1.25923 AND vol_24 ≤ 0.00817 AND ret_96 ≤ -0.01961,84.3,51,1.09,77.6,XRPUSDT,4h
LONG,vol_48 > 0.00778 AND ret_1 ≤ -0.01114 AND vs_sma12 ≤ -0.02224 AND stoch_d_24 > 0.07574 AND htf_4h_rsi_14 ≤ 0.16507,84.0,25,1.24,67.7,BNBUSDT,1h
SHORT,upper_shadow ≤ 0.23274 AND hl_vol > 0.0033 AND vol_24 > 0.00465 AND stoch_k_9 ≤ 0.54627,84.0,25,1.13,74.3,XRPUSDT,5m
LONG,atr7 > 0.02397 AND atr28 ≤ 0.03262 AND session_europe ≤ 0.5 AND vs_sma576 ≤ 0.19736 AND dc_pos_20 > -0.33734,83.8,229,1.07,78.2,ETHUSDT,4h
LONG,lower_shadow > 0.55941 AND htf_1h_bb_pos_20 ≤ 0.76435 AND bb_width_14 ≤ 0.04709 AND vol_ratio_96 ≤ 0.60086 AND ret_3 > -0.00259,83.7,43,1.19,70.3,ADAUSDT,5m
SHORT,atr7 ≤ 0.03319 AND inside_bar ≤ 0.5 AND fractal_high > 0.5 AND vol_48 ≤ 0.01255 AND ret_1 > -0.00244,83.6,55,1.01,82.5,SOLUSDT,4h
SHORT,ret_1 > 0.00421 AND htf_4h_adx > 0.18565 AND vs_low_20 > 0.01427 AND fractal_high > 0.5 AND upper_shadow > 0.20657,83.5,224,1.21,69.0,ADAUSDT,5m
LONG,lower_shadow > 0.55941 AND htf_1h_bb_pos_20 ≤ 0.76435 AND bb_width_14 > 0.04709,83.3,42,1.19,70.3,ADAUSDT,5m
SHORT,atr7 ≤ 0.03319 AND inside_bar ≤ 0.5 AND fractal_high > 0.5 AND vol_48 > 0.01255 AND vix_ret5d ≤ -0.03541,83.3,42,1.01,82.5,SOLUSDT,4h
SHORT,hl_vol > 0.01886 AND vs_sma48 ≤ -0.04867 AND vs_pivot > 0.25731,83.3,30,1.11,75.2,BNBUSDT,4h
LONG,bb_width_48 > 0.03509 AND vs_sma12 ≤ -0.01107 AND ret_288 ≤ 0.00233 AND htf_4h_cmf_14 > -0.34357 AND adx > 0.23479,82.9,234,1.27,65.1,BTCUSDT,1h
LONG,vol_48 > 0.00778 AND ret_1 ≤ -0.01114 AND vs_sma12 > -0.02224 AND vol_12 ≤ 0.0166 AND ret_48 > 0.05526,82.8,29,1.22,67.7,BNBUSDT,1h
SHORT,atr7 ≤ 0.03319 AND inside_bar ≤ 0.5 AND fractal_high ≤ 0.5 AND ret_2 > -0.00157 AND ema21_vs_55 > 0.01606,82.6,92,1.0,82.5,SOLUSDT,4h
LONG,atr > 0.02158 AND vs_sma96 > -0.13803 AND vol_ratio_48 > 0.40437 AND htf_4h_ema50_vs_200 ≤ 0.015 AND gap ≤ 0.00017,82.6,311,1.19,69.7,ADAUSDT,1h
SHORT,atr7 > 0.03319 AND nasdaq_ret1d ≤ 0.0071 AND adx_slope ≤ -0.05151 AND hl_vol > 0.03807 AND bb_pos_20 > 0.30234,82.6,46,1.0,82.5,SOLUSDT,4h
SHORT,vol_48 > 0.01095 AND htf_4h_rsi_14 > 0.34293 AND htf_4h_vol_ratio_24 ≤ 3.40501 AND rsi_24 > 0.49187 AND htf_4h_rsi_14 ≤ 0.64989,82.5,388,1.19,69.1,ADAUSDT,1h
SHORT,atr ≤ 0.02669 AND nasdaq_ret5d ≤ 0.01214 AND vol_48 > 0.01068 AND vol_ratio_96 ≤ 0.34424 AND ret_288 ≤ 0.01915,82.5,40,1.01,81.5,ADAUSDT,4h
SHORT,upper_shadow > 0.35325 AND htf_1h_vs_sma96 > -0.02983 AND aroon_25 > 0.34 AND atr7 ≤ 0.00543 AND htf_1h_ema50_vs_200 ≤ 0.04233,82.4,51,1.17,70.3,ETHUSDT,5m
LONG,atr7 ≤ 0.02809 AND vol_ratio_12 > 0.69653 AND vol_ratio_24 ≤ 1.25923 AND atr28 > 0.01899 AND ichi_tk ≤ 0.00996,82.2,325,1.06,77.6,XRPUSDT,4h
LONG,atr7 ≤ 0.02182 AND vs_sma576 ≤ -0.05787 AND vol_ratio_48 > 0.86479,82.1,39,0.98,84.1,SOLUSDT,4h
SHORT,atr ≤ 0.0241 AND fractal_high ≤ 0.5 AND ret_24 > -0.04354 AND session_asia ≤ 0.5 AND vs_pivot ≤ -0.09613,81.9,238,1.05,78.3,XRPUSDT,4h
LONG,vs_sma24 ≤ -0.04798 AND vs_sma12 > -0.04667 AND htf_4h_adx ≤ 0.3874 AND ret_1 ≤ -0.00743,81.8,33,1.19,68.5,XRPUSDT,1h
SHORT,hl_vol ≤ 0.01886 AND ret_48 > 0.027 AND macd_12_26_hist ≤ 0.00416 AND body_ratio > 0.63101 AND bb_width_14 > 0.04561,81.8,33,1.09,75.2,BNBUSDT,4h
LONG,vol_288 > 0.00202 AND lower_shadow ≤ 0.41801 AND hma_21_vs_c > -0.0015 AND htf_4h_atr ≤ 0.04876 AND htf_4h_adx ≤ 0.391,81.8,33,0.95,86.5,XRPUSDT,5m
SHORT,vol_24 ≤ 0.01782 AND ret_1 ≤ 0.01752 AND htf_4h_bb_pos_20 ≤ 1.05308 AND vs_sma48 > 0.01721 AND htf_4h_rsi_14 ≤ 0.63758,81.6,385,1.2,67.9,SOLUSDT,1h
SHORT,upper_shadow > 0.23274 AND vol_96 ≤ 0.00698 AND dc_pos_55 > 0.34662 AND htf_1h_cmf_14 > 0.12587 AND vs_r3 > -1.03848,81.5,54,1.1,74.3,XRPUSDT,5m
SHORT,atr > 0.0241 AND inside_bar ≤ 0.5 AND adx > 0.21266 AND vol_slope > -0.6507 AND adx_slope > 0.08464,81.1,53,1.04,78.3,XRPUSDT,4h
LONG,vol_48 > 0.00645 AND vol_ratio_12 ≤ 1.54889 AND vol_24 > 0.02012 AND hour > 0.08696 AND vol_6 ≤ 0.01635,81.0,42,1.06,76.7,BNBUSDT,4h
LONG,vs_sma24 > -0.04798 AND bb_width_20 > 0.04141 AND htf_4h_bb_pos_20 > -0.97875 AND gap > -0.00022 AND rsi_24 ≤ 0.40324,81.0,195,1.18,68.5,XRPUSDT,1h
SHORT,ret_1 ≤ 0.00421 AND lr_slope_20 ≤ 0.00344 AND inside_bar ≤ 0.5 AND stoch_kd_9 > -0.09611 AND vwap_pos_96 > 0.02063,80.9,251,1.17,69.0,ADAUSDT,5m
SHORT,vol_48 > 0.01095 AND htf_4h_rsi_14 ≤ 0.34293 AND htf_4h_atr ≤ 0.05397 AND stoch_d_14 ≤ 0.30788 AND vol_ratio_12 > 1.0219,80.8,26,1.17,69.1,ADAUSDT,1h
SHORT,atr > 0.02669 AND vol_ratio_12 > 0.4663 AND atr7 > 0.0324 AND ret_6 ≤ 0.08231 AND ret_3 ≤ -0.06978,80.8,26,0.99,81.5,ADAUSDT,4h
LONG,atr > 0.02274 AND ret_3 ≤ -0.0258 AND body_ratio ≤ 0.09581 AND htf_4h_vol_ratio_24 > 1.19839,80.8,26,1.15,70.2,SOLUSDT,1h
LONG,htf_1h_atr > 0.03925 AND inside_bar ≤ 0.5 AND roc_21 > -0.08053 AND vs_sma48 > -0.04171 AND ret_accel_5 ≤ 0.01528,80.7,445,1.13,71.3,SOLUSDT,5m
SHORT,atr ≤ 0.0241 AND fractal_high > 0.5 AND stoch_k_9 ≤ 0.77025 AND cci_14 ≤ 0.15328 AND vs_pivot ≤ 0.34436,80.6,98,1.03,78.3,XRPUSDT,4h
SHORT,atr > 0.02764 AND body_ratio > 0.06466 AND inside_bar > 0.5,80.6,36,1.03,78.1,ETHUSDT,4h
LONG,atr > 0.0265 AND vol_288 > 0.00952 AND vol_ratio_12 > 0.53127 AND adx_slope > 0.05923,80.6,31,1.1,73.6,BTCUSDT,4h
SHORT,vol_ratio_12 ≤ 0.63386 AND atr28 > 0.02489,80.5,41,1.08,74.4,BTCUSDT,4h
LONG,htf_1h_atr > 0.03925 AND inside_bar > 0.5 AND vs_r3 > -2.11405,80.4,51,1.13,71.3,SOLUSDT,5m
LONG,atr > 0.02274 AND ret_3 ≤ -0.0258 AND body_ratio > 0.09581 AND vs_sma48 > -0.1045 AND htf_4h_rsi_14 ≤ 0.40128,80.0,185,1.14,70.2,SOLUSDT,1h
SHORT,atr > 0.0241 AND inside_bar > 0.5 AND vol_12 > 0.01364 AND ret_1 > 0.00356 AND vol_ratio_12 ≤ 0.61287,80.0,25,1.02,78.3,XRPUSDT,4h
LONG,vol_12 > 0.00253 AND hl_vol ≤ 0.00795 AND vol_6 ≤ 0.00546 AND kurt_24 > 0.12204 AND vs_s2 > 0.48489,80.0,25,0.97,82.5,BNBUSDT,5m
LONG,atr7 > 0.02397 AND atr28 ≤ 0.03262 AND session_europe > 0.5 AND vol_24 > 0.02029,80.0,25,1.02,78.2,ETHUSDT,4h
SHORT,vol_48 > 0.01701 AND vol_ratio_48 > 0.49581 AND vol_24 > 0.02635,80.0,25,1.16,69.0,ETHUSDT,1h
SHORT,htf_4h_vs_sma96 > -0.08082 AND vol_24 > 0.00644 AND vs_sma288 > -0.04262 AND vol_ratio_12 ≤ 1.25501 AND htf_4h_ema50_vs_200 ≤ -0.00483,80.0,30,1.24,64.6,BTCUSDT,1h
SHORT,vol_ratio_12 > 0.63386 AND vol_ratio_48 ≤ 1.67297 AND atr28 ≤ 0.02079 AND atr_ratio ≤ 1.03015 AND atr28 ≤ 0.01887,79.9,348,1.07,74.4,BTCUSDT,4h
LONG,atr ≤ 0.0265 AND vol_ratio_24 > 1.00193 AND hh ≤ 0.5 AND nasdaq_ret1d ≤ 0.00041 AND lower_shadow ≤ 0.46335,79.3,353,1.08,73.6,BTCUSDT,4h
LONG,atr > 0.00605 AND ret_2 ≤ -0.00186 AND ret_288 > -0.02874 AND htf_1h_bb_pos_20 > -0.01707 AND ichi_tk > 0.0047,79.3,29,0.97,81.5,ETHUSDT,5m
LONG,atr7 ≤ 0.02182 AND vs_sma576 > -0.05787 AND vol_ratio_48 ≤ 0.45455 AND willr_28 ≤ -0.63006,79.3,29,0.94,84.1,SOLUSDT,4h
LONG,atr > 0.00605 AND ret_2 ≤ -0.00186 AND ret_288 ≤ -0.02874 AND lr_dev_10 ≤ -1.26739,79.3,29,0.97,81.5,ETHUSDT,5m
LONG,vs_sma24 ≤ -0.04798 AND vs_sma12 > -0.04667 AND htf_4h_adx > 0.3874 AND ret_3 ≤ -0.01552,79.1,43,1.15,68.5,XRPUSDT,1h
SHORT,atr ≤ 0.02669 AND nasdaq_ret5d ≤ 0.01214 AND vol_48 > 0.01068 AND vol_ratio_96 > 0.34424 AND session_europe ≤ 0.5,78.9,569,0.97,81.5,ADAUSDT,4h
SHORT,ret_1 > 0.01203 AND htf_4h_cmf_14 ≤ 0.16413 AND vix_ret5d > -0.03544 AND htf_4h_ema50_vs_200 > -0.12887 AND vs_sma96 ≤ 0.08352,78.9,175,1.14,69.3,XRPUSDT,1h
LONG,atr7 > 0.01837 AND vol_ratio_24 ≤ 1.16109 AND vol_288 ≤ 0.02121 AND fg_norm > 0.675 AND ret_96 > 0.2024,78.8,66,0.98,80.5,ADAUSDT,4h
SHORT,upper_shadow ≤ 0.32765 AND vs_low_20 > 0.00428 AND atr ≤ 0.00392 AND htf_1h_bb_pos_20 > -0.90247 AND trix > 0.00022,78.7,136,1.13,69.3,SOLUSDT,5m
SHORT,ret_1 > 0.01203 AND htf_4h_cmf_14 > 0.16413 AND vol_ratio_12 ≤ 1.98138 AND ema21_vs_55 > 0.01561 AND htf_4h_ema50_vs_200 ≤ 0.02692,78.6,28,1.13,69.3,XRPUSDT,1h
SHORT,upper_shadow ≤ 0.23274 AND hl_vol ≤ 0.0033 AND cmf_21 > 0.15803,78.6,28,1.06,74.3,XRPUSDT,5m
LONG,atr7 ≤ 0.02809 AND vol_ratio_12 ≤ 0.69653 AND atr7 > 0.019 AND month_sin > -0.68301 AND aroon_14 > -0.60714,78.5,158,1.01,77.6,XRPUSDT,4h
LONG,atr ≤ 0.0265 AND vol_ratio_24 > 1.00193 AND hh > 0.5 AND cci_14 > 1.09276,78.3,46,1.06,73.6,BTCUSDT,4h
SHORT,atr > 0.02669 AND vol_ratio_12 > 0.4663 AND atr7 ≤ 0.0324 AND dxy_ret5d > -0.00349 AND sp500_ret20d ≤ -0.01039,78.2,78,0.96,81.5,ADAUSDT,4h
LONG,vs_sma24 > -0.04798 AND bb_width_20 > 0.04141 AND htf_4h_bb_pos_20 > -0.97875 AND gap ≤ -0.00022 AND hour > 0.71739,78.1,32,1.14,68.5,XRPUSDT,1h
SHORT,vol_48 ≤ 0.01701 AND stoch_d_14 ≤ 0.8824 AND htf_4h_adx > 0.29259 AND vol_ratio_12 > 1.78805 AND htf_4h_adx ≤ 0.48891,77.8,63,1.13,69.0,ETHUSDT,1h
LONG,atr7 > 0.02182 AND vol_ratio_12 > 0.47867 AND atr7 > 0.03725 AND gold_ret20d ≤ 0.01654 AND lower_shadow > 0.61893,77.4,31,0.92,84.1,SOLUSDT,4h
LONG,atr7 > 0.02397 AND atr28 > 0.03262 AND vs_sma12 ≤ -0.08016,77.4,31,0.99,78.2,ETHUSDT,4h
LONG,vol_48 ≤ 0.00778 AND vs_sma24 ≤ -0.04383,77.4,31,1.14,67.7,BNBUSDT,1h
LONG,bb_width_48 > 0.03509 AND vs_sma12 ≤ -0.01107 AND ret_288 > 0.00233 AND ret_288 > 0.07395,77.4,31,1.19,65.1,BTCUSDT,1h
SHORT,upper_shadow ≤ 0.32765 AND vs_low_20 > 0.00428 AND atr > 0.00392 AND stoch_kd_14 ≤ -0.02827 AND atr28 > 0.01585,77.3,211,1.11,69.3,SOLUSDT,5m
SHORT,atr ≤ 0.02764 AND hour_cos ≤ 0.0 AND dxy_ret20d > -0.00853 AND dxy_vs_ma > -0.00095 AND vol_6 ≤ 0.01521,77.2,478,0.99,78.1,ETHUSDT,4h
SHORT,htf_4h_atr ≤ 0.03371 AND vs_sma96 ≤ 0.05712 AND htf_4h_cmf_14 ≤ -0.07562 AND lower_shadow ≤ 0.28817,77.1,35,1.19,64.8,BNBUSDT,1h
SHORT,upper_shadow > 0.32765 AND bb_width_14 > 0.04097 AND hma_9_slope ≤ 0.01095 AND vix ≤ 30.66 AND dxy > 106.36,77.0,113,1.11,69.3,SOLUSDT,5m
LONG,htf_1h_atr ≤ 0.03925 AND ret_1 ≤ -0.00174 AND lower_shadow ≤ 0.37854 AND bb_width_14 > 0.01499 AND stoch_kd_14 > -0.06682,77.0,352,1.08,71.3,SOLUSDT,5m
SHORT,upper_shadow ≤ 0.23274 AND hl_vol > 0.0033 AND vol_24 ≤ 0.00465 AND bb_pos_20 > -0.1616 AND vol_slope > 0.19939,77.0,122,1.04,74.3,XRPUSDT,5m
LONG,lower_shadow ≤ 0.55941 AND vol_12 ≤ 0.00289 AND htf_1h_rsi_14 ≤ 0.49488 AND vwap_pos_288 ≤ -0.01095 AND htf_1h_bb_pos_20 > -0.9067,77.0,239,1.1,70.3,ADAUSDT,5m
LONG,atr ≤ 0.02158 AND htf_4h_rsi_14 > 0.15781 AND vs_sma24 ≤ -0.04925 AND vs_sma24 ≤ -0.05679,76.9,26,1.1,69.7,ADAUSDT,1h
LONG,atr > 0.02262 AND ret_6 > -0.02564 AND body_ratio ≤ 0.4133 AND vol_288 > 0.01304,76.9,26,1.17,65.5,ETHUSDT,1h
LONG,vol_48 > 0.00645 AND vol_ratio_12 ≤ 1.54889 AND vol_24 ≤ 0.02012 AND stoch_kd_24 ≤ -0.10265 AND skew_24 > 0.3557,76.7,30,1.0,76.7,BNBUSDT,4h
LONG,atr > 0.02262 AND ret_6 ≤ -0.02564 AND vol_24 > 0.01571 AND ret_288 > -0.35001,76.7,43,1.17,65.5,ETHUSDT,1h
LONG,htf_1h_atr ≤ 0.03925 AND ret_1 > -0.00174 AND htf_1h_bb_pos_20 ≤ -0.31241 AND vs_sma200 ≤ -0.01824 AND ha_body_ratio ≤ -0.55906,76.6,209,1.07,71.3,SOLUSDT,5m
SHORT,atr ≤ 0.02669 AND nasdaq_ret5d ≤ 0.01214 AND vol_48 ≤ 0.01068 AND ret_2 ≤ 0.00818 AND lower_shadow > 0.26112,76.4,148,0.94,81.5,ADAUSDT,4h
LONG,atr7 ≤ 0.01837 AND fractal_low > 0.5 AND cci_20 > -0.61321 AND vol_96 ≤ 0.01214,76.1,46,0.95,80.5,ADAUSDT,4h
SHORT,vol_24 > 0.01782 AND htf_4h_atr > 0.04038 AND htf_4h_ema50_vs_200 > 0.20916 AND ret_1 ≤ 0.00116 AND vol_48 > 0.01828,76.0,25,1.12,67.9,SOLUSDT,1h
LONG,atr ≤ 0.0265 AND vol_ratio_24 ≤ 1.00193 AND vs_pivot > -0.2728 AND fg_norm ≤ 0.165 AND skew_24 ≤ -0.38053,76.0,25,1.03,73.6,BTCUSDT,4h
LONG,atr ≤ 0.02274 AND htf_4h_cmf_14 > 0.0563 AND stoch_k_24 ≤ 0.58499 AND htf_4h_rsi_14 > 0.42589 AND vol_96 > 0.01283,75.9,54,1.08,70.2,SOLUSDT,1h
SHORT,vol_ratio_12 > 0.63386 AND vol_ratio_48 > 1.67297 AND bb_width_48 > 0.05996 AND force_idx > 1193.763,75.8,33,1.02,74.4,BTCUSDT,4h
SHORT,upper_shadow ≤ 0.35325 AND vs_low_55 > 0.01365 AND elder_bull_slope > 0.0044 AND htf_4h_rsi_14 ≤ 0.47535 AND cmf_21 ≤ 0.06218,75.2,101,1.07,70.3,ETHUSDT,5m
SHORT,hl_vol > 0.01886 AND vs_sma48 > -0.04867 AND vol_ratio_12 > 0.90262 AND vol_ratio_48 ≤ 1.46794 AND ret_96 ≤ -0.12834,75.0,32,1.0,75.2,BNBUSDT,4h
SHORT,htf_4h_atr > 0.03371 AND hour_cos ≤ -0.78657 AND rsi_6_slope ≤ 4.81589,75.0,32,1.16,64.8,BNBUSDT,1h
LONG,vol_12 > 0.00253 AND hl_vol ≤ 0.00795 AND vol_6 ≤ 0.00546 AND kurt_24 ≤ 0.12204,75.0,40,0.91,82.5,BNBUSDT,5m
SHORT,hl_vol > 0.01886 AND vs_sma48 > -0.04867 AND vol_ratio_12 ≤ 0.90262 AND gold_ret5d ≤ 0.00355 AND ret_24 ≤ 0.11643,74.6,260,0.99,75.2,BNBUSDT,4h
LONG,vol_48 > 0.00645 AND vol_ratio_12 ≤ 1.54889 AND vol_24 ≤ 0.02012 AND stoch_kd_24 > -0.10265 AND skew_96 > -1.13543,74.5,940,0.97,76.7,BNBUSDT,4h
SHORT,upper_shadow ≤ 0.32765 AND vs_low_20 > 0.00428 AND atr > 0.00392 AND stoch_kd_14 > -0.02827 AND bb_width_20 ≤ 0.0176,74.4,301,1.07,69.3,SOLUSDT,5m
LONG,atr7 > 0.02182 AND vol_ratio_12 > 0.47867 AND atr7 ≤ 0.03725 AND fractal_low > 0.5 AND vol_slope > 1.62801,74.2,31,0.88,84.1,SOLUSDT,4h
LONG,atr > 0.02274 AND ret_3 > -0.0258 AND obv_slope > -0.20807 AND htf_4h_rsi_14 > 0.44427 AND rsi_24 > 0.50374,74.1,421,1.06,70.2,SOLUSDT,1h
LONG,lower_shadow ≤ 0.55941 AND vol_12 ≤ 0.00289 AND htf_1h_rsi_14 > 0.49488 AND vs_sma288 > 0.00685 AND vs_high_55 ≤ -0.01002,73.9,161,1.05,70.3,ADAUSDT,5m
LONG,vol_48 > 0.00645 AND vol_ratio_12 ≤ 1.54889 AND vol_24 > 0.02012 AND hour ≤ 0.08696,73.9,46,0.96,76.7,BNBUSDT,4h
LONG,atr > 0.02274 AND ret_3 > -0.0258 AND obv_slope > -0.20807 AND htf_4h_rsi_14 ≤ 0.44427 AND ema21_vs_55 ≤ -0.00937,73.7,438,1.05,70.2,SOLUSDT,1h
LONG,atr ≤ 0.02274 AND htf_4h_cmf_14 > 0.0563 AND stoch_k_24 > 0.58499 AND ret_48 ≤ 0.10575 AND htf_4h_rsi_14 > 0.55859,73.6,163,1.05,70.2,SOLUSDT,1h
LONG,bb_width_48 > 0.03509 AND vs_sma12 > -0.01107 AND vol_24 > 0.01034 AND vs_sma96 ≤ 0.02535 AND vol_12 > 0.01563,73.6,91,1.13,65.1,BTCUSDT,1h
SHORT,atr ≤ 0.02669 AND nasdaq_ret5d > 0.01214 AND vs_sma24 > 0.00291,73.5,49,0.9,81.5,ADAUSDT,4h
LONG,atr7 ≤ 0.02809 AND vol_ratio_12 > 0.69653 AND vol_ratio_24 > 1.25923 AND vol_24 > 0.00817 AND gap ≤ -0.0002,73.3,45,0.95,77.6,XRPUSDT,4h
LONG,vol_288 > 0.00202 AND lower_shadow ≤ 0.41801 AND hma_21_vs_c ≤ -0.0015 AND cmf_14 > -0.19843 AND fisher_9_signal ≤ -0.93358,73.3,60,0.85,86.5,XRPUSDT,5m
LONG,atr7 ≤ 0.02397 AND vol_ratio_12 > 1.18007 AND bb_width_48 ≤ 0.08659 AND rsi_14_slope ≤ -5.15346 AND stoch_kd_9 ≤ -0.08904,73.1,26,0.93,78.2,ETHUSDT,4h
LONG,atr ≤ 0.02274 AND htf_4h_cmf_14 ≤ 0.0563 AND fg_change_7d ≤ 1.5 AND ema21_vs_55 ≤ -0.01988 AND htf_4h_vs_sma96 > -0.18407,73.0,344,1.04,70.2,SOLUSDT,1h
SHORT,hl_vol ≤ 0.01886 AND ret_48 > 0.027 AND macd_12_26_hist ≤ 0.00416 AND body_ratio ≤ 0.63101 AND body_ratio ≤ 0.26006,72.9,85,0.97,75.2,BNBUSDT,4h
LONG,atr7 ≤ 0.02397 AND vol_ratio_12 ≤ 1.18007 AND vol_ratio_12 > 0.50184 AND fg_ma14 > -0.08776 AND atr_ratio ≤ 1.02391,72.8,464,0.93,78.2,ETHUSDT,4h
LONG,atr7 ≤ 0.02182 AND vs_sma576 > -0.05787 AND vol_ratio_48 > 0.45455 AND hl_vol > 0.02189,72.7,33,0.86,84.1,SOLUSDT,4h
LONG,atr7 ≤ 0.01837 AND fractal_low ≤ 0.5 AND vs_sma288 > -0.10057 AND ret_2 ≤ 0.01014 AND macd_5_13_sig ≤ 0.00175,72.7,55,0.9,80.5,ADAUSDT,4h
