side,cond,feat,op,thr,n_tr,wr_tr,edge_tr,n_ho,wr_ho,edge_ho,wl_ho,mean_ho,H,base_ho
SHORT,dd_from_high >= -17.06,dd_from_high,>=,-17.05525692084007,310501,52.914483367203324,0.44992616875178015,207035,55.09358321056826,0.9458170259813841,54.6234879086287,0.3813784641615042,10,45.85223381541312
SHORT,vs_ma50 >= -5.782,vs_ma50,>=,-5.782294666274979,310869,52.86567653899231,0.4011193405407667,197240,55.08061245183533,0.9328462672484505,54.59896406201995,0.3750657058993294,10,45.85223381541312
SHORT,vs_ma50 >= -7.443,vs_ma50,>=,-7.442938500064922,330299,52.82456198777471,0.36000478932316327,212522,55.0512417537949,0.9034755692080196,54.58722345223339,0.3859125673838528,10,45.85223381541312
SHORT,vs_ma200 >= -19.96,vs_ma200,>=,-19.95519520722369,343518,52.694473069824575,0.2299158713730307,227827,55.017623020976444,0.869856836389566,54.56944689376484,0.3913921960007417,10,45.85223381541312
SHORT,vol_ratio <= 0.4968,vol_ratio,<=,0.49680688385215765,58495,55.2252329258911,2.760675727439555,42365,55.571816357842565,1.4240501732556865,54.53242950427537,0.6064579278500495,10,45.85223381541312
SHORT,dd_from_high >= -19.63,dd_from_high,>=,-19.631291405130565,329908,52.95779429416686,0.4932370957153154,220584,54.97905559786748,0.8312894132806008,54.523542500073276,0.3761135747222813,10,45.85223381541312
SHORT,vs_ma50 >= -9.776,vs_ma50,>=,-9.775923600356691,349728,52.873375880684414,0.40881868223286943,227586,54.92912569314456,0.781359508557685,54.480639652496535,0.3831352670722615,10,45.85223381541312
SHORT,rsi14 >= 35.09,rsi14,>=,35.087719212065295,312157,52.75902830947248,0.2944711110209326,193147,54.89083444216063,0.7430682575737535,54.403937126122614,0.3098202112908694,10,45.85223381541312
SHORT,vs_ma20 >= -3.467,vs_ma20,>=,-3.4669655371275674,311973,53.09433829209579,0.6297810936442474,200078,54.86360319475405,0.7158370101671707,54.3851977512656,0.33123670871182476,10,45.85223381541312
SHORT,bb_pos >= 0.2025,bb_pos,>=,0.20252878379610742,311973,53.16774208024413,0.7031848817925876,192598,54.87180552238341,0.7240393377965333,54.384197701819105,0.2898624133716269,10,45.85223381541312
LONG,dd_from_high <= -23.11,dd_from_high,<=,-23.105081303679462,38813,52.101100146858016,4.56565734530956,15347,56.10868573662605,10.256451921212928,54.38130919017343,1.0147248863531924,10,45.85223381541312
SHORT,rsi14 >= 31.9,rsi14,>=,31.902903139988815,331667,52.67542444680961,0.21086724835806336,205958,54.82088581167034,0.6731196270834587,54.3493291656624,0.32839410325584223,10,45.85223381541312
