entry_time,direction,entry,exit,exit_type,pnl_pct,win,prob
2024-07-28,SHORT,68215.76,67874.68,tp,0.004025,1,0.851
2024-07-29,LONG,66818.08,66617.63,sl,-0.004,0,0.8747
2024-07-30,SHORT,66154.91,65824.13,tp,0.004025,1,0.8364
2024-07-31,SHORT,64595.69,64272.71,tp,0.004025,1,0.8527
2024-08-01,SHORT,65321.34,64994.74,tp,0.004025,1,0.7953
2024-08-02,LONG,61529.08,61836.72,tp,0.004,1,0.8643
2024-08-03,SHORT,60667.64,60364.3,tp,0.004025,1,0.8743
2024-08-04,SHORT,58131.92,57841.26,tp,0.004025,1,0.8639
2024-08-05,SHORT,53991.8,54153.78,sl,-0.003991,0,0.9545
2024-08-06,SHORT,55994.0,55714.03,tp,0.004025,1,0.9546
2024-08-07,SHORT,55106.59,54831.06,tp,0.004025,1,0.9139
2024-08-08,SHORT,61655.15,61346.87,tp,0.004025,1,0.961
2024-08-09,SHORT,60807.57,60503.53,tp,0.004025,1,0.9507
2024-08-10,SHORT,60893.05,60588.58,tp,0.004025,1,0.9464
2024-08-11,SHORT,58683.23,58389.82,tp,0.004025,1,0.9449
