entry_time,direction,entry,exit,exit_type,pnl_pct,win,prob
2024-08-12,SHORT,59316.97,59020.38,tp,0.004025,1,0.864
2024-08-13,SHORT,60556.86,60254.07,tp,0.004025,1,0.9318
2024-08-14,SHORT,58654.05,58360.78,tp,0.004025,1,0.8917
2024-08-15,SHORT,57512.29,57224.73,tp,0.004025,1,0.9103
2024-08-16,SHORT,58845.16,59021.7,sl,-0.003991,0,0.9122
2024-08-17,SHORT,59462.24,59164.93,tp,0.004025,1,0.9159
2024-08-18,SHORT,58398.14,58106.15,tp,0.004025,1,0.8935
2024-08-19,SHORT,59408.78,59111.74,tp,0.004025,1,0.8971
2024-08-20,LONG,59043.31,59338.52,tp,0.004,1,0.8236
2024-08-21,SHORT,61125.45,60819.82,tp,0.004025,1,0.9193
2024-08-22,SHORT,60345.65,60526.69,sl,-0.003991,0,0.8865
2024-08-23,SHORT,64005.22,63685.2,tp,0.004025,1,0.9071
2024-08-24,SHORT,64124.93,63804.31,tp,0.004025,1,0.7887
2024-08-25,SHORT,64187.89,63866.95,tp,0.004025,1,0.8334
2024-08-26,SHORT,62802.58,62488.57,tp,0.004025,1,0.8917
2024-08-27,SHORT,59385.29,59088.37,tp,0.004025,1,0.9233
2024-08-28,SHORT,59005.38,59182.4,sl,-0.003991,0,0.8597
2024-08-29,SHORT,59329.33,59032.68,tp,0.004025,1,0.886
2024-08-30,LONG,59153.55,59449.32,tp,0.004,1,0.8168
2024-08-31,LONG,59003.48,58826.47,sl,-0.004,0,0.8515
2024-09-01,LONG,57330.51,57617.16,tp,0.004,1,0.9065
2024-09-02,SHORT,59102.56,58807.05,tp,0.004025,1,0.9041
2024-09-03,LONG,57516.47,57804.06,tp,0.004,1,0.8762
2024-09-04,SHORT,57941.91,57652.2,tp,0.004025,1,0.8718
2024-09-05,LONG,56208.09,56489.13,tp,0.004,1,0.8885
2024-09-06,SHORT,53935.99,54097.8,sl,-0.003991,0,0.9398
2024-09-07,SHORT,54133.78,53863.11,tp,0.004025,1,0.8805
2024-09-08,SHORT,54842.52,55007.04,sl,-0.003991,0,0.8803
2024-09-09,SHORT,57013.48,56728.41,tp,0.004025,1,0.9452
2024-09-10,SHORT,57607.17,57319.14,tp,0.004025,1,0.9422
2024-09-11,SHORT,57309.33,57481.26,sl,-0.003991,0,0.9201
2024-09-12,SHORT,58103.25,57812.74,tp,0.004025,1,0.9244
2024-09-13,SHORT,60467.75,60165.41,tp,0.004025,1,0.9107
2024-09-14,LONG,60023.03,60323.14,tp,0.004,1,0.8677
2024-09-15,SHORT,59102.43,58806.92,tp,0.004025,1,0.868
2024-09-16,SHORT,58184.88,57893.96,tp,0.004025,1,0.8989
2024-09-17,SHORT,60283.83,59982.41,tp,0.004025,1,0.911
2024-09-18,LONG,61790.87,62099.82,tp,0.004,1,0.8552
2024-09-19,SHORT,62916.52,62601.93,tp,0.004025,1,0.8398
2024-09-20,LONG,63232.65,63548.81,tp,0.004,1,0.7301
2024-09-21,LONG,63380.63,63697.54,tp,0.004,1,0.8051
2024-09-22,LONG,63610.55,63928.6,tp,0.004,1,0.8085
2024-09-23,LONG,63371.66,63688.52,tp,0.004,1,0.8711
2024-09-24,LONG,64294.83,64616.31,tp,0.004,1,0.8412
2024-09-25,SHORT,63120.43,62804.83,tp,0.004025,1,0.8847
2024-09-26,LONG,65206.58,65532.61,tp,0.004,1,0.8558
2024-09-27,LONG,65802.83,66131.85,tp,0.004,1,0.7762
2024-09-28,LONG,65890.93,65693.26,sl,-0.004,0,0.7538
2024-09-29,SHORT,65569.21,65241.36,tp,0.004025,1,0.8567
2024-09-30,SHORT,63295.93,62979.45,tp,0.004025,1,0.8896
2024-10-01,SHORT,60775.38,60471.5,tp,0.004025,1,0.9004
2024-10-02,LONG,60679.6,60983.0,tp,0.004,1,0.8878
2024-10-03,LONG,60783.09,61087.0,tp,0.004,1,0.8135
2024-10-04,SHORT,62054.96,61744.68,tp,0.004025,1,0.8354
2024-10-05,SHORT,62026.97,62213.05,sl,-0.003991,0,0.8248
2024-10-06,SHORT,62788.5,62474.56,tp,0.004025,1,0.8891
2024-10-07,SHORT,62192.89,61881.92,tp,0.004025,1,0.8261
2024-10-08,SHORT,62129.41,61818.76,tp,0.004025,1,0.8474
2024-10-09,LONG,60666.34,60969.67,tp,0.004,1,0.8498
2024-10-10,LONG,60356.55,60658.34,tp,0.004,1,0.805
2024-10-11,SHORT,62508.73,62696.26,sl,-0.003991,0,0.8597
2024-10-12,SHORT,63174.62,62858.74,tp,0.004025,1,0.904
2024-10-13,SHORT,62838.58,62524.39,tp,0.004025,1,0.8678
2024-10-14,LONG,66117.03,66447.62,tp,0.004,1,0.8788
2024-10-15,LONG,67107.68,67443.22,tp,0.004,1,0.8523
2024-10-16,LONG,67653.82,67450.86,sl,-0.004,0,0.8578
2024-10-17,LONG,67455.49,67792.77,tp,0.004,1,0.8698
2024-10-18,LONG,68462.21,68256.83,sl,-0.004,0,0.8172
2024-10-19,LONG,68412.19,68754.25,tp,0.004,1,0.8272
2024-10-20,LONG,69066.51,69411.84,tp,0.004,1,0.8228
2024-10-21,LONG,67411.19,67748.24,tp,0.004,1,0.8948
2024-10-22,LONG,67459.71,67257.33,sl,-0.004,0,0.8762
2024-10-23,LONG,66701.98,67035.49,tp,0.004,1,0.908
2024-10-24,SHORT,68164.18,67823.36,tp,0.004025,1,0.8309
2024-10-25,LONG,66731.68,67065.34,tp,0.004,1,0.8528
2024-10-26,SHORT,67059.21,67260.39,sl,-0.003991,0,0.8083
2024-10-27,SHORT,67987.69,67647.75,tp,0.004025,1,0.88
2024-10-28,LONG,69997.19,70347.18,tp,0.004,1,0.8397
2024-10-29,SHORT,72700.05,72336.55,tp,0.004025,1,0.9278
2024-10-30,LONG,72380.91,72163.77,sl,-0.004,0,0.8971
2024-10-31,LONG,70327.16,70678.79,tp,0.004,1,0.8996
2024-11-01,LONG,69530.76,69878.41,tp,0.004,1,0.8518
2024-11-02,SHORT,69340.05,68993.35,tp,0.004025,1,0.8421
2024-11-03,LONG,68810.38,69154.43,tp,0.004,1,0.8763
2024-11-04,LONG,67883.94,68223.35,tp,0.004,1,0.83
2024-11-05,SHORT,69337.32,69545.34,sl,-0.003991,0,0.855
2024-11-06,SHORT,75534.2,75156.53,tp,0.004025,1,0.9363
2024-11-07,SHORT,75819.96,76047.42,sl,-0.003991,0,0.8884
2024-11-08,LONG,76548.03,76318.39,sl,-0.004,0,0.8211
2024-11-09,LONG,76715.8,77099.38,tp,0.004,1,0.8318
2024-11-10,SHORT,80329.82,80570.81,sl,-0.003991,0,0.917
2024-11-11,SHORT,88603.67,88160.65,tp,0.004025,1,0.9459
2024-11-12,SHORT,87908.03,87468.49,tp,0.004025,1,0.9157
2024-11-13,SHORT,90330.01,89878.36,tp,0.004025,1,0.9332
2024-11-14,SHORT,87281.93,87543.77,sl,-0.003991,0,0.9458
2024-11-15,SHORT,90986.55,90531.62,tp,0.004025,1,0.9439
2024-11-16,LONG,90632.21,91085.37,tp,0.004,1,0.8499
2024-11-17,LONG,89900.92,90350.42,tp,0.004,1,0.8806
2024-11-18,SHORT,90418.85,90690.1,sl,-0.003991,0,0.8814
2024-11-19,SHORT,92264.63,91803.31,tp,0.004025,1,0.9409
2024-11-20,SHORT,94239.42,94522.13,sl,-0.003991,0,0.9165
2024-11-21,SHORT,98267.96,97776.62,tp,0.004025,1,0.9336
2024-11-22,SHORT,98842.55,98348.34,tp,0.004025,1,0.9148
2024-11-23,LONG,97721.24,98209.84,tp,0.004,1,0.8821
2024-11-24,LONG,97948.99,98438.73,tp,0.004,1,0.753
2024-11-25,SHORT,92963.5,92498.69,tp,0.004025,1,0.9267
2024-11-26,SHORT,91919.18,92194.93,sl,-0.003991,0,0.9016
2024-11-27,SHORT,95815.18,95336.1,tp,0.004025,1,0.9373
2024-11-28,LONG,95691.8,96170.26,tp,0.004,1,0.7881
2024-11-29,SHORT,97411.27,96924.21,tp,0.004025,1,0.8601
2024-11-30,LONG,96456.19,96938.47,tp,0.004,1,0.8873
2024-12-01,SHORT,97136.59,96650.9,tp,0.004025,1,0.8126
2024-12-02,SHORT,95792.7,95313.74,tp,0.004025,1,0.8781
2024-12-03,SHORT,95801.77,95322.76,tp,0.004025,1,0.873
2024-12-04,SHORT,98538.03,98045.34,tp,0.004025,1,0.8778
2024-12-05,LONG,96994.1,97479.07,tp,0.004,1,0.8963
2024-12-06,SHORT,99690.97,99192.51,tp,0.004025,1,0.8897
2024-12-07,SHORT,99782.07,99283.16,tp,0.004025,1,0.8504
2024-12-08,SHORT,101059.04,100553.74,tp,0.004025,1,0.8218
2024-12-09,SHORT,97227.83,96741.69,tp,0.004025,1,0.9476
2024-12-10,SHORT,96544.7,96061.98,tp,0.004025,1,0.9041
2024-12-11,SHORT,101074.44,100569.07,tp,0.004025,1,0.9021
2024-12-12,LONG,100054.29,100554.56,tp,0.004,1,0.8261
2024-12-13,LONG,101474.96,101982.34,tp,0.004,1,0.8358
2024-12-14,LONG,101470.71,101978.06,tp,0.004,1,0.8005
2024-12-15,LONG,104516.22,105038.8,tp,0.004,1,0.848
2024-12-16,SHORT,106005.63,105475.6,tp,0.004025,1,0.7897
2024-12-17,LONG,106186.81,105868.25,sl,-0.004,0,0.8053
2024-12-18,SHORT,100153.91,99653.14,tp,0.004025,1,0.929
2024-12-19,SHORT,97413.13,96926.06,tp,0.004025,1,0.8992
