entry_time,direction,entry,exit,exit_type,hold_bars,funding,pnl_pct,win,prob
2025-10-16 12:00:00,LONG,108603.48,107517.45,sl,2,0.0001,-0.0111,0,0.6056
2025-11-16 16:00:00,LONG,94067.01,93126.34,sl,1,5e-05,-0.01105,0,0.5819
2025-11-21 00:00:00,LONG,85864.25,85005.61,sl,1,5e-05,-0.01105,0,0.6822
2026-01-21 08:00:00,LONG,88834.38,87946.04,sl,2,0.0001,-0.0111,0,0.6336
2026-02-03 20:00:00,LONG,75808.1,75050.01,sl,4,0.0002,-0.0112,0,0.6144
2026-03-20 00:00:00,SHORT,70694.56,70692.68,timeout,6,0.0003,-0.001273,0,0.6359
2026-03-20 04:00:00,SHORT,70819.23,69402.85,tp,3,0.00015,0.019258,1,0.6488
2026-03-20 08:00:00,SHORT,70443.47,70688.05,timeout,6,0.0003,-0.00476,0,0.6581
2026-03-20 16:00:00,SHORT,70142.77,70844.2,sl,1,5e-05,-0.010951,0,0.6552
2026-05-04 08:00:00,SHORT,78754.27,79541.82,sl,1,5e-05,-0.010951,0,0.6566
2026-06-15 04:00:00,LONG,65707.6,67021.75,tp,2,0.0001,0.0189,1,0.6006
2026-06-29 00:00:00,LONG,60079.48,59478.69,sl,1,5e-05,-0.01105,0,0.6028
2026-08-22 12:00:00,LONG,77017.32,76247.15,sl,4,0.0002,-0.0112,0,0.6891
2026-08-22 16:00:00,LONG,77456.96,76682.39,sl,3,0.00015,-0.01115,0,0.6403
2026-08-22 20:00:00,LONG,77113.47,76342.33,sl,2,0.0001,-0.0111,0,0.7038
2026-08-23 04:00:00,LONG,76045.13,77566.04,tp,2,0.0001,0.0189,1,0.7356
